system,system_name,school,school_name,pool,Indicator,All Students,BHN,ED,EL,Super Subgroup,SWD,Indicator Score (60-40)
470,Knox County,122,Holston Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,122,Holston Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,122,Holston Middle School,K8,Weighted Subgroup Score,0.7,0,0.2,1,0,0.6, 
470,Knox County,124,Hardin Valley Elementary,K8,Achievement,4,3,2,4,3,3,3.6
470,Knox County,124,Hardin Valley Elementary,K8,Growth,0,1,0,2,0,0,0.3
470,Knox County,124,Hardin Valley Elementary,K8,Chronic Absenteeism,3,3,2,4,NA,4,3.1
470,Knox County,124,Hardin Valley Elementary,K8,ELPA,4,3,NA,4,NA,NA,3.8
470,Knox County,124,Hardin Valley Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,124,Hardin Valley Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,124,Hardin Valley Elementary,K8,Weighted Subgroup Score,2.5,2.3,1.2,3.3,1.7,1.9, 
470,Knox County,126,Hardin Valley Academy,HS,Achievement,4,3,2,2,2,1,3.2
470,Knox County,126,Hardin Valley Academy,HS,Growth,4,2,2,3,2,0,3.1
470,Knox County,126,Hardin Valley Academy,HS,Chronic Absenteeism,3,4,4,4,NA,2,3.2
470,Knox County,126,Hardin Valley Academy,HS,ELPA,2,2,2,2,NA,NA,2
470,Knox County,126,Hardin Valley Academy,HS,Graduation Rate,3,3,2,NA,NA,2,2.7
470,Knox County,126,Hardin Valley Academy,HS,Ready Graduate,4,3,3,NA,3,1,3.3
470,Knox County,126,Hardin Valley Academy,HS,Weighted Subgroup Score,3.7,2.8,2.4,2.6,2.2,0.9, 
470,Knox County,138,Inskip Elementary,K8,Achievement,1,2,1,2,1,NA,1.3
470,Knox County,138,Inskip Elementary,K8,Growth,0,2,0,2,0,1,0.5
470,Knox County,138,Inskip Elementary,K8,Chronic Absenteeism,2,3,3,4,NA,4,2.6
470,Knox County,138,Inskip Elementary,K8,ELPA,3,3,3,3,NA,NA,3
470,Knox County,138,Inskip Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,138,Inskip Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,138,Inskip Elementary,K8,Weighted Subgroup Score,1,2.2,1.1,2.3,0.6,1.6, 
470,Knox County,145,Karns Elementary,K8,Achievement,2,2,0,0,1,1,1.5
470,Knox County,145,Karns Elementary,K8,Growth,0,2,0,2,1,2,0.6
470,Knox County,145,Karns Elementary,K8,Chronic Absenteeism,3,4,2,4,NA,2,3
470,Knox County,145,Karns Elementary,K8,ELPA,4,4,3,4,NA,NA,3.9
470,Knox County,145,Karns Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,145,Karns Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,145,Karns Elementary,K8,Weighted Subgroup Score,1.6,2.4,0.5,1.5,1,1.5, 
470,Knox County,147,Karns Middle School,K8,Achievement,3,1,1,1,1,0,2.1
470,Knox County,147,Karns Middle School,K8,Growth,0,2,1,3,2,2,0.8
470,Knox County,147,Karns Middle School,K8,Chronic Absenteeism,1,2,4,NA,NA,2,1.7
470,Knox County,147,Karns Middle School,K8,ELPA,1,1,NA,1,NA,NA,1
470,Knox County,147,Karns Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,147,Karns Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,147,Karns Middle School,K8,Weighted Subgroup Score,1.6,1.5,1.3,1.8,1.4,1, 
470,Knox County,150,Karns High School,HS,Achievement,2,2,1,2,1,1,1.8
470,Knox County,150,Karns High School,HS,Growth,0,0,0,2,0,1,0.3
470,Knox County,150,Karns High School,HS,Chronic Absenteeism,3,3,4,2,NA,4,3.1
470,Knox County,150,Karns High School,HS,ELPA,0,1,NA,0,NA,0,0.1
470,Knox County,150,Karns High School,HS,Graduation Rate,3,2,2,NA,NA,4,2.9
470,Knox County,150,Karns High School,HS,Ready Graduate,4,4,2,NA,3,2,3.5
470,Knox County,150,Karns High School,HS,Weighted Subgroup Score,1.9,1.9,1.3,1.7,1.1,1.6, 
470,Knox County,158,Knox Adaptive Education Center,NA,Achievement,NA,NA,NA,NA,NA,NA, 
470,Knox County,158,Knox Adaptive Education Center,NA,Growth,2,NA,NA,NA,2,2, 
470,Knox County,158,Knox Adaptive Education Center,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
470,Knox County,158,Knox Adaptive Education Center,NA,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,158,Knox Adaptive Education Center,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,158,Knox Adaptive Education Center,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,158,Knox Adaptive Education Center,NA,Weighted Subgroup Score,0,NA,NA,NA,0,0, 
470,Knox County,165,Lonsdale Elementary,K8,Achievement,1,1,1,2,1,NA,1.1
470,Knox County,165,Lonsdale Elementary,K8,Growth,1,2,1,2,1,1,1.2
470,Knox County,165,Lonsdale Elementary,K8,Chronic Absenteeism,3,3,4,4,NA,NA,3.3
470,Knox County,165,Lonsdale Elementary,K8,ELPA,3,3,4,3,NA,1,2.9
470,Knox County,165,Lonsdale Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,165,Lonsdale Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,165,Lonsdale Elementary,K8,Weighted Subgroup Score,1.4,1.8,1.6,2.3,1,1, 
470,Knox County,168,Maynard Elementary,K8,Achievement,1,1,1,NA,1,NA,1
470,Knox County,168,Maynard Elementary,K8,Growth,0,0,0,NA,0,NA,0
470,Knox County,168,Maynard Elementary,K8,Chronic Absenteeism,2,3,3,NA,NA,NA,2.4
470,Knox County,168,Maynard Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,168,Maynard Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,168,Maynard Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,168,Maynard Elementary,K8,Weighted Subgroup Score,0.7,0.8,0.8,NA,0.6,NA, 
470,Knox County,170,Mt Olive Elementary,K8,Achievement,3,NA,2,NA,2,NA,2.6
470,Knox County,170,Mt Olive Elementary,K8,Growth,4,2,2,NA,3,3,3.3
470,Knox County,170,Mt Olive Elementary,K8,Chronic Absenteeism,4,3,4,NA,NA,4,3.9
470,Knox County,170,Mt Olive Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,170,Mt Olive Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,170,Mt Olive Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,170,Mt Olive Elementary,K8,Weighted Subgroup Score,3.5,2.2,2.2,NA,2.4,3.2, 
470,Knox County,172,Mooreland Heights Elementary,K8,Achievement,2,2,2,NA,2,1,1.9
470,Knox County,172,Mooreland Heights Elementary,K8,Growth,2,2,2,2,2,2,2
470,Knox County,172,Mooreland Heights Elementary,K8,Chronic Absenteeism,4,4,3,NA,NA,4,3.9
470,Knox County,172,Mooreland Heights Elementary,K8,ELPA,4,3,NA,4,NA,NA,3.8
470,Knox County,172,Mooreland Heights Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,172,Mooreland Heights Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,172,Mooreland Heights Elementary,K8,Weighted Subgroup Score,2.4,2.3,2.1,2.4,2,1.7, 
470,Knox County,175,New Hopewell Elementary,K8,Achievement,2,NA,2,NA,2,NA,2
470,Knox County,175,New Hopewell Elementary,K8,Growth,4,2,3,NA,4,4,3.6
470,Knox County,175,New Hopewell Elementary,K8,Chronic Absenteeism,4,NA,4,NA,NA,2,3.6
470,Knox County,175,New Hopewell Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,175,New Hopewell Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,175,New Hopewell Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,175,New Hopewell Elementary,K8,Weighted Subgroup Score,3,2,2.6,NA,2.9,3.6, 
470,Knox County,177,Norwood Elementary,K8,Achievement,1,1,1,1,1,NA,1
470,Knox County,177,Norwood Elementary,K8,Growth,0,0,2,2,0,3,0.7
470,Knox County,177,Norwood Elementary,K8,Chronic Absenteeism,4,4,3,4,NA,2,3.7
470,Knox County,177,Norwood Elementary,K8,ELPA,4,4,4,4,NA,NA,4
470,Knox County,177,Norwood Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,177,Norwood Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,177,Norwood Elementary,K8,Weighted Subgroup Score,1.3,1.3,1.9,2,0.6,2.8, 
470,Knox County,180,Powell Elementary,K8,Achievement,3,1,2,0,1,2,2.3
470,Knox County,180,Powell Elementary,K8,Growth,1,3,2,4,2,2,1.7
470,Knox County,180,Powell Elementary,K8,Chronic Absenteeism,2,2,4,3,NA,4,2.5
470,Knox County,180,Powell Elementary,K8,ELPA,3,3,3,3,NA,3,3
470,Knox County,180,Powell Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,180,Powell Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,180,Powell Elementary,K8,Weighted Subgroup Score,2.2,2,2.3,2,1.4,2.3, 
470,Knox County,182,Powell Middle School,K8,Achievement,3,2,2,2,2,2,2.6
470,Knox County,182,Powell Middle School,K8,Growth,0,2,0,3,0,1,0.6
470,Knox County,182,Powell Middle School,K8,Chronic Absenteeism,2,3,2,NA,NA,2,2.1
470,Knox County,182,Powell Middle School,K8,ELPA,1,1,NA,1,NA,NA,1
470,Knox County,182,Powell Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,182,Powell Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,182,Powell Middle School,K8,Weighted Subgroup Score,1.7,2,1.2,2.3,1.1,1.6, 
470,Knox County,185,Powell High School,HS,Achievement,2,2,1,2,1,2,1.9
470,Knox County,185,Powell High School,HS,Growth,1,3,2,4,2,2,1.7
470,Knox County,185,Powell High School,HS,Chronic Absenteeism,4,4,3,4,NA,4,3.9
470,Knox County,185,Powell High School,HS,ELPA,0,0,NA,0,NA,NA,0
470,Knox County,185,Powell High School,HS,Graduation Rate,3,1,4,NA,NA,2,2.7
470,Knox County,185,Powell High School,HS,Ready Graduate,4,0,2,NA,2,2,2.9
470,Knox County,185,Powell High School,HS,Weighted Subgroup Score,2.2,1.8,1.9,2.6,1.6,2.2, 
470,Knox County,187,Northwest Middle School,K8,Achievement,0,0,1,1,0,1,0.3
470,Knox County,187,Northwest Middle School,K8,Growth,0,0,0,0,0,0,0
470,Knox County,187,Northwest Middle School,K8,Chronic Absenteeism,4,4,4,4,NA,4,4
470,Knox County,187,Northwest Middle School,K8,ELPA,1,1,1,1,NA,1,1
470,Knox County,187,Northwest Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,187,Northwest Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,187,Northwest Middle School,K8,Weighted Subgroup Score,0.5,0.5,1,1,0,1, 
470,Knox County,195,Ritta Elementary,K8,Achievement,3,3,2,NA,2,2,2.7
470,Knox County,195,Ritta Elementary,K8,Growth,3,2,2,NA,2,2,2.6
470,Knox County,195,Ritta Elementary,K8,Chronic Absenteeism,2,2,2,NA,NA,2,2
470,Knox County,195,Ritta Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,195,Ritta Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,195,Ritta Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,195,Ritta Elementary,K8,Weighted Subgroup Score,2.9,2.5,2,NA,2,2, 
470,Knox County,202,Pleasant Ridge Elementary,K8,Achievement,1,1,0,NA,0,NA,0.8
470,Knox County,202,Pleasant Ridge Elementary,K8,Growth,3,2,2,4,2,NA,2.9
470,Knox County,202,Pleasant Ridge Elementary,K8,Chronic Absenteeism,2,2,2,NA,NA,2,2
470,Knox County,202,Pleasant Ridge Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,202,Pleasant Ridge Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,202,Pleasant Ridge Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,202,Pleasant Ridge Elementary,K8,Weighted Subgroup Score,1.9,1.5,1,4,0.9,2, 
470,Knox County,207,Pond Gap Elementary,K8,Achievement,2,2,2,NA,2,NA,2
470,Knox County,207,Pond Gap Elementary,K8,Growth,2,2,2,3,2,2,2.1
470,Knox County,207,Pond Gap Elementary,K8,Chronic Absenteeism,4,4,3,3,NA,3,3.7
470,Knox County,207,Pond Gap Elementary,K8,ELPA,2,2,2,2,NA,NA,2
470,Knox County,207,Pond Gap Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,207,Pond Gap Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,207,Pond Gap Elementary,K8,Weighted Subgroup Score,2.2,2.2,2.1,2.8,2,2.2, 
470,Knox County,210,Sunnyview Primary,NA,Achievement,NA,NA,NA,NA,NA,NA, 
470,Knox County,210,Sunnyview Primary,NA,Growth,NA,NA,NA,NA,NA,NA, 
470,Knox County,210,Sunnyview Primary,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
470,Knox County,210,Sunnyview Primary,NA,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,210,Sunnyview Primary,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,210,Sunnyview Primary,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,210,Sunnyview Primary,NA,Weighted Subgroup Score,NA,NA,NA,NA,NA,NA, 
470,Knox County,212,Ridgedale Alternative School,NA,Achievement,NA,NA,NA,NA,NA,NA, 
470,Knox County,212,Ridgedale Alternative School,NA,Growth,1,1,2,NA,1,2, 
470,Knox County,212,Ridgedale Alternative School,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
470,Knox County,212,Ridgedale Alternative School,NA,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,212,Ridgedale Alternative School,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,212,Ridgedale Alternative School,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,212,Ridgedale Alternative School,NA,Weighted Subgroup Score,0,0,0,NA,0,0, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,Achievement,NA,NA,NA,NA,NA,NA, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,Growth,NA,NA,NA,NA,NA,NA, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,225,Ft Sanders Education Development  Center,NA,Weighted Subgroup Score,NA,NA,NA,NA,NA,NA, 
470,Knox County,235,Rocky Hill Elementary,K8,Achievement,4,3,NA,NA,3,4,3.8
470,Knox County,235,Rocky Hill Elementary,K8,Growth,2,4,3,4,3,2,2.5
470,Knox County,235,Rocky Hill Elementary,K8,Chronic Absenteeism,3,2,4,2,NA,4,3
470,Knox County,235,Rocky Hill Elementary,K8,ELPA,3,2,NA,3,NA,NA,2.8
470,Knox County,235,Rocky Hill Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,235,Rocky Hill Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,235,Rocky Hill Elementary,K8,Weighted Subgroup Score,3.1,3.2,3.2,3.5,3,3.2, 
470,Knox County,245,Sam E. Hill Primary School,NA,Achievement,NA,NA,NA,NA,NA,NA, 
470,Knox County,245,Sam E. Hill Primary School,NA,Growth,NA,NA,NA,NA,NA,NA, 
470,Knox County,245,Sam E. Hill Primary School,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
470,Knox County,245,Sam E. Hill Primary School,NA,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,245,Sam E. Hill Primary School,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,245,Sam E. Hill Primary School,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,245,Sam E. Hill Primary School,NA,Weighted Subgroup Score,NA,NA,NA,NA,NA,NA, 
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,Achievement,2,2,2,NA,2,2,2
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,Growth,4,4,4,4,4,4,4
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,Chronic Absenteeism,0,0,0,4,NA,2,0.6
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,ELPA,4,4,4,4,NA,NA,4
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,Weighted Subgroup Score,2.7,2.7,2.7,4,2.9,2.8, 
470,Knox County,255,Sequoyah Elementary,K8,Achievement,4,NA,NA,NA,4,NA,4
470,Knox County,255,Sequoyah Elementary,K8,Growth,2,2,NA,NA,2,NA,2
470,Knox County,255,Sequoyah Elementary,K8,Chronic Absenteeism,4,NA,NA,NA,NA,4,4
470,Knox County,255,Sequoyah Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,255,Sequoyah Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,255,Sequoyah Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,255,Sequoyah Elementary,K8,Weighted Subgroup Score,3.2,2,NA,NA,3.1,4, 
470,Knox County,260,Shannondale Elementary,K8,Achievement,4,NA,NA,NA,3,NA,4
470,Knox County,260,Shannondale Elementary,K8,Growth,4,4,2,NA,4,NA,3.6
470,Knox County,260,Shannondale Elementary,K8,Chronic Absenteeism,3,4,2,NA,NA,2,2.9
470,Knox County,260,Shannondale Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,260,Shannondale Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,260,Shannondale Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,260,Shannondale Elementary,K8,Weighted Subgroup Score,3.9,4,2,NA,3.4,2, 
470,Knox County,265,South Knox Elementary,K8,Achievement,3,NA,2,NA,2,NA,2.6
470,Knox County,265,South Knox Elementary,K8,Growth,1,1,1,NA,1,NA,1
470,Knox County,265,South Knox Elementary,K8,Chronic Absenteeism,4,4,4,NA,NA,NA,4
470,Knox County,265,South Knox Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,265,South Knox Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,265,South Knox Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,265,South Knox Elementary,K8,Weighted Subgroup Score,2.3,1.6,1.8,NA,1.6,NA, 
470,Knox County,280,Spring Hill Elementary,K8,Achievement,1,1,1,NA,1,2,1.1
470,Knox County,280,Spring Hill Elementary,K8,Growth,2,3,3,3,2,3,2.4
470,Knox County,280,Spring Hill Elementary,K8,Chronic Absenteeism,2,3,3,4,NA,2,2.4
470,Knox County,280,Spring Hill Elementary,K8,ELPA,4,4,4,4,NA,NA,4
470,Knox County,280,Spring Hill Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,280,Spring Hill Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,280,Spring Hill Elementary,K8,Weighted Subgroup Score,1.8,2.2,2.2,3.4,1.4,2.4, 
470,Knox County,285,Sterchi Elementary,K8,Achievement,4,2,3,NA,3,2,3.3
470,Knox County,285,Sterchi Elementary,K8,Growth,2,2,2,3,2,2,2.1
470,Knox County,285,Sterchi Elementary,K8,Chronic Absenteeism,2,4,4,NA,NA,4,2.8
470,Knox County,285,Sterchi Elementary,K8,ELPA,4,4,NA,4,NA,NA,4
470,Knox County,285,Sterchi Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,285,Sterchi Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,285,Sterchi Elementary,K8,Weighted Subgroup Score,3.1,2.4,2.7,3.2,2.6,2.2, 
470,Knox County,295,Vine Middle/Magnet,K8,Achievement,0,1,0,NA,0,1,0.3
470,Knox County,295,Vine Middle/Magnet,K8,Growth,0,0,0,3,0,2,0.5
470,Knox County,295,Vine Middle/Magnet,K8,Chronic Absenteeism,4,4,4,NA,NA,2,3.7
470,Knox County,295,Vine Middle/Magnet,K8,ELPA,0,0,0,0,NA,NA,0
470,Knox County,295,Vine Middle/Magnet,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,295,Vine Middle/Magnet,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,295,Vine Middle/Magnet,K8,Weighted Subgroup Score,0.4,0.9,0.4,2.3,0,1.5, 
470,Knox County,300,West Haven Elementary,K8,Achievement,2,2,2,NA,2,NA,2
470,Knox County,300,West Haven Elementary,K8,Growth,0,0,1,2,0,2,0.5
470,Knox County,300,West Haven Elementary,K8,Chronic Absenteeism,1,2,3,2,NA,NA,1.5
470,Knox County,300,West Haven Elementary,K8,ELPA,2,2,3,2,NA,NA,2.1
470,Knox County,300,West Haven Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,300,West Haven Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,300,West Haven Elementary,K8,Weighted Subgroup Score,1.2,1.3,1.9,2,1.1,2, 
470,Knox County,305,West High School,HS,Achievement,3,3,2,2,3,2,2.7
470,Knox County,305,West High School,HS,Growth,4,3,3,3,4,3,3.6
470,Knox County,305,West High School,HS,Chronic Absenteeism,1,1,0,1,NA,2,1
470,Knox County,305,West High School,HS,ELPA,1,1,1,1,NA,NA,1
470,Knox County,305,West High School,HS,Graduation Rate,4,2,2,NA,NA,4,3.5
470,Knox County,305,West High School,HS,Ready Graduate,4,1,0,NA,1,0,2.5
470,Knox County,305,West High School,HS,Weighted Subgroup Score,3.1,2.2,1.6,2.1,2.9,2, 
470,Knox County,310,West Hills Elementary,K8,Achievement,3,4,4,3,3,2,3.1
470,Knox County,310,West Hills Elementary,K8,Growth,4,4,2,4,4,1,3.5
470,Knox County,310,West Hills Elementary,K8,Chronic Absenteeism,3,2,4,2,NA,2,2.8
470,Knox County,310,West Hills Elementary,K8,ELPA,4,4,4,4,NA,NA,4
470,Knox County,310,West Hills Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,310,West Hills Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,310,West Hills Elementary,K8,Weighted Subgroup Score,3.5,3.8,3.3,3.4,3.4,1.6, 
470,Knox County,313,West Valley Middle School,K8,Achievement,4,3,2,NA,2,1,3.2
470,Knox County,313,West Valley Middle School,K8,Growth,4,4,4,2,4,3,3.7
470,Knox County,313,West Valley Middle School,K8,Chronic Absenteeism,4,2,4,NA,NA,4,3.7
470,Knox County,313,West Valley Middle School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,313,West Valley Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,313,West Valley Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,313,West Valley Middle School,K8,Weighted Subgroup Score,4,3.3,3,2,2.9,2.1, 
470,Knox County,315,West View Elementary,K8,Achievement,2,2,2,NA,2,NA,2
470,Knox County,315,West View Elementary,K8,Growth,3,3,4,4,4,3,3.2
470,Knox County,315,West View Elementary,K8,Chronic Absenteeism,0,3,2,NA,NA,NA,1
470,Knox County,315,West View Elementary,K8,ELPA,3,3,2,3,NA,NA,2.9
470,Knox County,315,West View Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,315,West View Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,315,West View Elementary,K8,Weighted Subgroup Score,2.3,2.6,2.7,3.8,2.9,3, 
470,Knox County,320,Whittle Springs Middle School,K8,Achievement,1,1,1,2,1,2,1.2
470,Knox County,320,Whittle Springs Middle School,K8,Growth,1,2,2,3,2,2,1.5
470,Knox County,320,Whittle Springs Middle School,K8,Chronic Absenteeism,2,2,3,4,NA,2,2.3
470,Knox County,320,Whittle Springs Middle School,K8,ELPA,0,0,0,0,NA,0,0
470,Knox County,320,Whittle Springs Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
470,Knox County,320,Whittle Springs Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
470,Knox County,320,Whittle Springs Middle School,K8,Weighted Subgroup Score,1,1.4,1.5,2.4,1.4,1.8, 
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,Achievement,NA,NA,NA,NA,NA,NA, 
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,Growth,1,NA,NA,NA,NA,NA,1
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,Chronic Absenteeism,4,NA,NA,NA,NA,NA,4
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,Graduation Rate,2,2,4,NA,NA,2,2.3
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,Ready Graduate,2,0,3,NA,2,2,1.9
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,Weighted Subgroup Score,1.8,0.4,3.2,NA,2,2, 
470,Knox County,334,L N STEM Academy,HS,Achievement,4,3,NA,NA,4,NA,3.6
470,Knox County,334,L N STEM Academy,HS,Growth,2,2,NA,NA,2,2,2
470,Knox County,334,L N STEM Academy,HS,Chronic Absenteeism,4,4,4,NA,NA,NA,4
470,Knox County,334,L N STEM Academy,HS,ELPA,NA,NA,NA,NA,NA,NA, 
470,Knox County,334,L N STEM Academy,HS,Graduation Rate,4,NA,NA,NA,NA,NA,4
470,Knox County,334,L N STEM Academy,HS,Ready Graduate,4,NA,NA,NA,4,NA,4
470,Knox County,334,L N STEM Academy,HS,Weighted Subgroup Score,3.4,2.7,4,NA,3.3,2, 
470,Knox County,336,Northshore Elementary School,K8,Achievement,4,4,NA,NA,3,2,3.6
470,Knox County,336,Northshore Elementary School,K8,Growth,4,3,3,4,4,3,3.7
