system,system_name,school,school_name,pool,Indicator,All Students,BHN,ED,EL,Super Subgroup,SWD,Indicator Score (60-40)
110,Cheatham County,32,Sycamore Middle School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,32,Sycamore Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,32,Sycamore Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,32,Sycamore Middle School,K8,Weighted Subgroup Score,3.3,2.2,2,NA,2.3,2.3, 
110,Cheatham County,33,Sycamore High School,HS,Achievement,3,NA,3,NA,2,3,3
110,Cheatham County,33,Sycamore High School,HS,Growth,0,3,1,NA,1,2,0.8
110,Cheatham County,33,Sycamore High School,HS,Chronic Absenteeism,4,2,4,NA,NA,2,3.5
110,Cheatham County,33,Sycamore High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,33,Sycamore High School,HS,Graduation Rate,3,NA,1,NA,NA,NA,2.2
110,Cheatham County,33,Sycamore High School,HS,Ready Graduate,3,NA,3,NA,2,NA,3
110,Cheatham County,33,Sycamore High School,HS,Weighted Subgroup Score,2.2,2.8,2.4,NA,1.7,2.5, 
110,Cheatham County,35,West Cheatham Elementary,K8,Achievement,3,NA,2,NA,2,NA,2.6
110,Cheatham County,35,West Cheatham Elementary,K8,Growth,0,NA,1,NA,1,2,0.6
110,Cheatham County,35,West Cheatham Elementary,K8,Chronic Absenteeism,4,4,2,NA,NA,4,3.7
110,Cheatham County,35,West Cheatham Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,35,West Cheatham Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,35,West Cheatham Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,35,West Cheatham Elementary,K8,Weighted Subgroup Score,1.9,4,1.6,NA,1.6,2.4, 
110,Cheatham County,40,Riverside Academy,NA,Achievement,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,40,Riverside Academy,NA,Growth,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,40,Riverside Academy,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,40,Riverside Academy,NA,ELPA,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,40,Riverside Academy,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,40,Riverside Academy,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
110,Cheatham County,40,Riverside Academy,NA,Weighted Subgroup Score,NA,NA,NA,NA,NA,NA, 
120,Chester County,5,Chester County Middle School,K8,Achievement,4,4,4,NA,3,3,3.9
120,Chester County,5,Chester County Middle School,K8,Growth,4,4,4,NA,4,2,3.7
120,Chester County,5,Chester County Middle School,K8,Chronic Absenteeism,3,4,2,NA,NA,4,3.1
120,Chester County,5,Chester County Middle School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
120,Chester County,5,Chester County Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
120,Chester County,5,Chester County Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
120,Chester County,5,Chester County Middle School,K8,Weighted Subgroup Score,3.9,4,3.8,NA,3.4,2.7, 
120,Chester County,8,Chester County High School,HS,Achievement,3,3,2,NA,2,NA,2.8
120,Chester County,8,Chester County High School,HS,Growth,3,2,1,NA,2,0,2.2
120,Chester County,8,Chester County High School,HS,Chronic Absenteeism,2,2,2,NA,NA,3,2.1
120,Chester County,8,Chester County High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
120,Chester County,8,Chester County High School,HS,Graduation Rate,4,NA,3,NA,NA,NA,3.6
120,Chester County,8,Chester County High School,HS,Ready Graduate,4,NA,2,NA,2,NA,3.2
120,Chester County,8,Chester County High School,HS,Weighted Subgroup Score,3.2,2.5,1.8,NA,2,0.8, 
120,Chester County,10,Chester County Junior High School,K8,Achievement,3,2,3,NA,3,3,2.9
120,Chester County,10,Chester County Junior High School,K8,Growth,2,3,2,NA,3,3,2.3
120,Chester County,10,Chester County Junior High School,K8,Chronic Absenteeism,1,2,3,NA,NA,2,1.5
120,Chester County,10,Chester County Junior High School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
120,Chester County,10,Chester County Junior High School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
120,Chester County,10,Chester County Junior High School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
120,Chester County,10,Chester County Junior High School,K8,Weighted Subgroup Score,2.4,2.4,2.6,NA,3,2.9, 
120,Chester County,15,East Chester Elementary School,K8,Achievement,4,NA,NA,NA,2,NA,4
120,Chester County,15,East Chester Elementary School,K8,Growth,0,1,1,NA,1,1,0.4
120,Chester County,15,East Chester Elementary School,K8,Chronic Absenteeism,3,3,2,NA,NA,2,2.7
120,Chester County,15,East Chester Elementary School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
120,Chester County,15,East Chester Elementary School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
120,Chester County,15,East Chester Elementary School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
120,Chester County,15,East Chester Elementary School,K8,Weighted Subgroup Score,2.3,1.4,1.2,NA,1.6,1.2, 
120,Chester County,25,Jacks Creek Elementary,K8,Achievement,NA,NA,NA,NA,NA,NA, 
120,Chester County,25,Jacks Creek Elementary,K8,Growth,3,NA,2,NA,2,NA,2.6
120,Chester County,25,Jacks Creek Elementary,K8,Chronic Absenteeism,4,NA,4,NA,NA,NA,4
120,Chester County,25,Jacks Creek Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
120,Chester County,25,Jacks Creek Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
120,Chester County,25,Jacks Creek Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
120,Chester County,25,Jacks Creek Elementary,K8,Weighted Subgroup Score,3.2,NA,2.4,NA,2,NA, 
120,Chester County,30,W Chester Elementary School,K8,Achievement,4,NA,NA,NA,3,NA,4
120,Chester County,30,W Chester Elementary School,K8,Growth,2,2,2,NA,2,NA,2
120,Chester County,30,W Chester Elementary School,K8,Chronic Absenteeism,2,3,3,NA,NA,4,2.5
120,Chester County,30,W Chester Elementary School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
120,Chester County,30,W Chester Elementary School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
120,Chester County,30,W Chester Elementary School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
120,Chester County,30,W Chester Elementary School,K8,Weighted Subgroup Score,3,2.2,2.2,NA,2.6,4, 
130,Claiborne County,35,Clairfield Elementary,K8,Achievement,1,NA,1,NA,1,NA,1
130,Claiborne County,35,Clairfield Elementary,K8,Growth,2,NA,2,NA,2,NA,2
130,Claiborne County,35,Clairfield Elementary,K8,Chronic Absenteeism,4,NA,4,NA,NA,NA,4
130,Claiborne County,35,Clairfield Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,35,Clairfield Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,35,Clairfield Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,35,Clairfield Elementary,K8,Weighted Subgroup Score,1.7,NA,1.7,NA,1.4,NA, 
130,Claiborne County,45,Ellen Myers Primary,K8,Achievement,1,NA,NA,NA,2,NA,1
130,Claiborne County,45,Ellen Myers Primary,K8,Growth,0,NA,2,NA,1,NA,0.8
130,Claiborne County,45,Ellen Myers Primary,K8,Chronic Absenteeism,4,NA,2,NA,NA,NA,3.2
130,Claiborne County,45,Ellen Myers Primary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,45,Ellen Myers Primary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,45,Ellen Myers Primary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,45,Ellen Myers Primary,K8,Weighted Subgroup Score,0.9,NA,2,NA,1.6,NA, 
130,Claiborne County,50,Forge Ridge School,K8,Achievement,1,NA,1,NA,1,NA,1
130,Claiborne County,50,Forge Ridge School,K8,Growth,3,NA,2,NA,2,NA,2.6
130,Claiborne County,50,Forge Ridge School,K8,Chronic Absenteeism,2,NA,3,NA,NA,NA,2.4
130,Claiborne County,50,Forge Ridge School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,50,Forge Ridge School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,50,Forge Ridge School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,50,Forge Ridge School,K8,Weighted Subgroup Score,1.9,NA,1.6,NA,1.4,NA, 
130,Claiborne County,67,H. Y. Livesay Middle School,K8,Achievement,4,NA,4,NA,4,NA,4
130,Claiborne County,67,H. Y. Livesay Middle School,K8,Growth,4,NA,4,NA,4,2,3.6
130,Claiborne County,67,H. Y. Livesay Middle School,K8,Chronic Absenteeism,4,NA,4,NA,NA,NA,4
130,Claiborne County,67,H. Y. Livesay Middle School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,67,H. Y. Livesay Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,67,H. Y. Livesay Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,67,H. Y. Livesay Middle School,K8,Weighted Subgroup Score,4,NA,4,NA,4,2, 
130,Claiborne County,90,Midway Elementary,K8,Achievement,2,NA,3,NA,2,NA,2.4
130,Claiborne County,90,Midway Elementary,K8,Growth,2,NA,2,NA,2,2,2
130,Claiborne County,90,Midway Elementary,K8,Chronic Absenteeism,2,NA,4,NA,NA,4,2.8
130,Claiborne County,90,Midway Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,90,Midway Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,90,Midway Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,90,Midway Elementary,K8,Weighted Subgroup Score,2,NA,2.7,NA,2,2.4, 
130,Claiborne County,93,Cumberland Gap High School,HS,Achievement,3,NA,2,NA,2,NA,2.6
130,Claiborne County,93,Cumberland Gap High School,HS,Growth,3,NA,1,NA,1,0,2
130,Claiborne County,93,Cumberland Gap High School,HS,Chronic Absenteeism,4,NA,4,NA,NA,4,4
130,Claiborne County,93,Cumberland Gap High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,93,Cumberland Gap High School,HS,Graduation Rate,4,NA,4,NA,NA,NA,4
130,Claiborne County,93,Cumberland Gap High School,HS,Ready Graduate,3,NA,4,NA,4,NA,3.4
130,Claiborne County,93,Cumberland Gap High School,HS,Weighted Subgroup Score,3.2,NA,2.4,NA,2.1,1, 
130,Claiborne County,95,Powell Valley Elementary,K8,Achievement,2,NA,2,NA,2,2,2
130,Claiborne County,95,Powell Valley Elementary,K8,Growth,2,NA,1,NA,2,2,1.8
130,Claiborne County,95,Powell Valley Elementary,K8,Chronic Absenteeism,4,NA,4,NA,NA,3,3.8
130,Claiborne County,95,Powell Valley Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,95,Powell Valley Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,95,Powell Valley Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,95,Powell Valley Elementary,K8,Weighted Subgroup Score,2.2,NA,1.8,NA,2,2.1, 
130,Claiborne County,105,Soldiers Memorial Middle School,K8,Achievement,2,NA,3,NA,2,2,2.2
130,Claiborne County,105,Soldiers Memorial Middle School,K8,Growth,1,3,2,NA,1,2,1.5
130,Claiborne County,105,Soldiers Memorial Middle School,K8,Chronic Absenteeism,4,NA,4,NA,NA,4,4
130,Claiborne County,105,Soldiers Memorial Middle School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,105,Soldiers Memorial Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,105,Soldiers Memorial Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,105,Soldiers Memorial Middle School,K8,Weighted Subgroup Score,1.8,3,2.7,NA,1.6,2.2, 
130,Claiborne County,110,Claiborne High School,HS,Achievement,3,NA,3,NA,3,1,2.6
130,Claiborne County,110,Claiborne High School,HS,Growth,1,3,2,NA,2,2,1.5
130,Claiborne County,110,Claiborne High School,HS,Chronic Absenteeism,4,4,4,NA,NA,3,3.9
130,Claiborne County,110,Claiborne High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,110,Claiborne High School,HS,Graduation Rate,3,NA,3,NA,NA,NA,3
130,Claiborne County,110,Claiborne High School,HS,Ready Graduate,3,NA,3,NA,2,NA,3
130,Claiborne County,110,Claiborne High School,HS,Weighted Subgroup Score,2.5,3.3,2.8,NA,2.4,1.7, 
130,Claiborne County,115,Springdale Elementary,K8,Achievement,4,NA,4,NA,4,NA,4
130,Claiborne County,115,Springdale Elementary,K8,Growth,4,NA,4,NA,4,3,3.8
130,Claiborne County,115,Springdale Elementary,K8,Chronic Absenteeism,4,NA,4,NA,NA,4,4
130,Claiborne County,115,Springdale Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,115,Springdale Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,115,Springdale Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,115,Springdale Elementary,K8,Weighted Subgroup Score,4,NA,4,NA,4,3.2, 
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,Achievement,2,NA,1,NA,1,NA,1.6
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,Growth,1,NA,1,NA,0,0,0.8
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,Chronic Absenteeism,4,NA,3,NA,NA,4,3.8
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
130,Claiborne County,117,Tazewell-New Tazewell Elementary,K8,Weighted Subgroup Score,1.8,NA,1.2,NA,0.6,0.8, 
140,Clay County,5,Celina K-8,K8,Achievement,1,NA,1,NA,1,2,1.2
140,Clay County,5,Celina K-8,K8,Growth,1,NA,1,NA,1,2,1.2
140,Clay County,5,Celina K-8,K8,Chronic Absenteeism,4,NA,4,NA,NA,4,4
140,Clay County,5,Celina K-8,K8,ELPA,NA,NA,NA,NA,NA,NA, 
140,Clay County,5,Celina K-8,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
140,Clay County,5,Celina K-8,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
140,Clay County,5,Celina K-8,K8,Weighted Subgroup Score,1.3,NA,1.3,NA,1,2.2, 
140,Clay County,12,Clay County High School,HS,Achievement,3,NA,3,NA,3,2,2.8
140,Clay County,12,Clay County High School,HS,Growth,4,NA,4,NA,4,3,3.8
140,Clay County,12,Clay County High School,HS,Chronic Absenteeism,2,NA,3,NA,NA,2,2.2
140,Clay County,12,Clay County High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
140,Clay County,12,Clay County High School,HS,Graduation Rate,4,NA,4,NA,NA,NA,4
140,Clay County,12,Clay County High School,HS,Ready Graduate,4,NA,0,NA,4,NA,2.4
140,Clay County,12,Clay County High School,HS,Weighted Subgroup Score,3.5,NA,2.8,NA,3.6,2.4, 
140,Clay County,20,Hermitage Springs Elementary School,K8,Achievement,3,NA,2,NA,2,NA,2.6
140,Clay County,20,Hermitage Springs Elementary School,K8,Growth,0,NA,1,NA,1,NA,0.4
140,Clay County,20,Hermitage Springs Elementary School,K8,Chronic Absenteeism,4,NA,4,NA,NA,NA,4
140,Clay County,20,Hermitage Springs Elementary School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
140,Clay County,20,Hermitage Springs Elementary School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
140,Clay County,20,Hermitage Springs Elementary School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
140,Clay County,20,Hermitage Springs Elementary School,K8,Weighted Subgroup Score,1.9,NA,1.8,NA,1.6,NA, 
150,Cocke County,5,Bridgeport Elementary,K8,Achievement,3,NA,2,NA,2,NA,2.6
150,Cocke County,5,Bridgeport Elementary,K8,Growth,2,NA,2,NA,2,NA,2
150,Cocke County,5,Bridgeport Elementary,K8,Chronic Absenteeism,2,NA,2,NA,NA,4,2.4
150,Cocke County,5,Bridgeport Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,5,Bridgeport Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,5,Bridgeport Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,5,Bridgeport Elementary,K8,Weighted Subgroup Score,2.5,NA,2,NA,2,4, 
150,Cocke County,10,Centerview Elementary,K8,Achievement,2,NA,2,NA,2,NA,2
150,Cocke County,10,Centerview Elementary,K8,Growth,0,NA,1,NA,0,2,0.6
150,Cocke County,10,Centerview Elementary,K8,Chronic Absenteeism,2,NA,2,NA,NA,4,2.4
150,Cocke County,10,Centerview Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,10,Centerview Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,10,Centerview Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,10,Centerview Elementary,K8,Weighted Subgroup Score,1.2,NA,1.6,NA,1.1,2.4, 
150,Cocke County,12,Cocke Co Adult High School,NA,Achievement,NA,NA,NA,NA,NA,NA, 
150,Cocke County,12,Cocke Co Adult High School,NA,Growth,NA,NA,NA,NA,NA,NA, 
150,Cocke County,12,Cocke Co Adult High School,NA,Chronic Absenteeism,NA,NA,NA,NA,NA,NA, 
150,Cocke County,12,Cocke Co Adult High School,NA,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,12,Cocke Co Adult High School,NA,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,12,Cocke Co Adult High School,NA,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,12,Cocke Co Adult High School,NA,Weighted Subgroup Score,NA,NA,NA,NA,NA,NA, 
150,Cocke County,15,Cocke Co High School,HS,Achievement,2,3,3,NA,3,1,2.1
150,Cocke County,15,Cocke Co High School,HS,Growth,0,2,0,NA,0,0,0.3
150,Cocke County,15,Cocke Co High School,HS,Chronic Absenteeism,0,2,0,NA,NA,4,0.8
150,Cocke County,15,Cocke Co High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,15,Cocke Co High School,HS,Graduation Rate,2,NA,2,NA,NA,NA,2
150,Cocke County,15,Cocke Co High School,HS,Ready Graduate,3,NA,3,NA,2,NA,3
150,Cocke County,15,Cocke Co High School,HS,Weighted Subgroup Score,1.4,2.5,1.8,NA,1.7,1, 
150,Cocke County,25,Cosby Elementary,K8,Achievement,3,NA,3,NA,2,0,2.4
150,Cocke County,25,Cosby Elementary,K8,Growth,1,2,2,NA,2,0,1.1
150,Cocke County,25,Cosby Elementary,K8,Chronic Absenteeism,2,4,2,NA,NA,2,2.3
150,Cocke County,25,Cosby Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,25,Cosby Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,25,Cosby Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,25,Cosby Elementary,K8,Weighted Subgroup Score,2.1,2.4,2.5,NA,2,0.2, 
150,Cocke County,27,Cosby High School,HS,Achievement,1,NA,2,NA,2,NA,1.4
150,Cocke County,27,Cosby High School,HS,Growth,0,NA,0,NA,0,2,0.4
150,Cocke County,27,Cosby High School,HS,Chronic Absenteeism,0,NA,4,NA,NA,0,0.8
150,Cocke County,27,Cosby High School,HS,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,27,Cosby High School,HS,Graduation Rate,4,NA,4,NA,NA,NA,4
150,Cocke County,27,Cosby High School,HS,Ready Graduate,2,NA,0,NA,0,NA,1.2
150,Cocke County,27,Cosby High School,HS,Weighted Subgroup Score,1,NA,1.3,NA,0.8,1.5, 
150,Cocke County,30,Del Rio Elementary,K8,Achievement,2,NA,2,NA,2,NA,2
150,Cocke County,30,Del Rio Elementary,K8,Growth,3,NA,4,NA,3,NA,3.4
150,Cocke County,30,Del Rio Elementary,K8,Chronic Absenteeism,1,NA,1,NA,NA,NA,1
150,Cocke County,30,Del Rio Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,30,Del Rio Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,30,Del Rio Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,30,Del Rio Elementary,K8,Weighted Subgroup Score,2.3,NA,2.7,NA,2.4,NA, 
150,Cocke County,35,Edgemont Elementary,K8,Achievement,1,2,1,NA,1,1,1.1
150,Cocke County,35,Edgemont Elementary,K8,Growth,2,0,2,NA,2,2,1.7
150,Cocke County,35,Edgemont Elementary,K8,Chronic Absenteeism,1,2,0,NA,NA,2,1.1
150,Cocke County,35,Edgemont Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,35,Edgemont Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,35,Edgemont Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,35,Edgemont Elementary,K8,Weighted Subgroup Score,1.4,1.2,1.3,NA,1.4,1.5, 
150,Cocke County,40,Grassy Fork Elementary,K8,Achievement,4,NA,NA,NA,NA,NA,4
150,Cocke County,40,Grassy Fork Elementary,K8,Growth,1,NA,1,NA,1,NA,1
150,Cocke County,40,Grassy Fork Elementary,K8,Chronic Absenteeism,3,NA,4,NA,NA,NA,3.4
150,Cocke County,40,Grassy Fork Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,40,Grassy Fork Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,40,Grassy Fork Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,40,Grassy Fork Elementary,K8,Weighted Subgroup Score,2.7,NA,1.6,NA,1,NA, 
150,Cocke County,52,Northwest Elementary,K8,Achievement,0,1,0,NA,0,0,0.1
150,Cocke County,52,Northwest Elementary,K8,Growth,0,0,0,NA,0,2,0.3
150,Cocke County,52,Northwest Elementary,K8,Chronic Absenteeism,1,0,2,NA,NA,2,1.1
150,Cocke County,52,Northwest Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,52,Northwest Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,52,Northwest Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,52,Northwest Elementary,K8,Weighted Subgroup Score,0.1,0.5,0.2,NA,0,1, 
150,Cocke County,55,Parrottsville Elementary,K8,Achievement,2,NA,1,NA,1,1,1.6
150,Cocke County,55,Parrottsville Elementary,K8,Growth,1,3,0,NA,0,2,1.3
150,Cocke County,55,Parrottsville Elementary,K8,Chronic Absenteeism,1,4,0,NA,NA,2,1.4
150,Cocke County,55,Parrottsville Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,55,Parrottsville Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,55,Parrottsville Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,55,Parrottsville Elementary,K8,Weighted Subgroup Score,1.5,3.2,0.5,NA,0.6,1.5, 
150,Cocke County,65,Smoky Mountain Elementary,K8,Achievement,3,NA,2,NA,2,NA,2.6
150,Cocke County,65,Smoky Mountain Elementary,K8,Growth,3,NA,3,NA,3,NA,3
150,Cocke County,65,Smoky Mountain Elementary,K8,Chronic Absenteeism,4,NA,4,NA,NA,NA,4
150,Cocke County,65,Smoky Mountain Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
150,Cocke County,65,Smoky Mountain Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,65,Smoky Mountain Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
150,Cocke County,65,Smoky Mountain Elementary,K8,Weighted Subgroup Score,3.1,NA,2.6,NA,2.4,NA, 
151,Newport,5,Newport Grammar School,K8,Achievement,3,2,1,NA,2,3,2.6
151,Newport,5,Newport Grammar School,K8,Growth,1,2,1,NA,1,0,1
151,Newport,5,Newport Grammar School,K8,Chronic Absenteeism,2,3,2,NA,NA,2,2.1
151,Newport,5,Newport Grammar School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
151,Newport,5,Newport Grammar School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
151,Newport,5,Newport Grammar School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
151,Newport,5,Newport Grammar School,K8,Weighted Subgroup Score,2.1,2.1,1.1,NA,1.6,1.7, 
160,Coffee County,5,Coffee County Central High School,HS,Achievement,2,0,2,NA,1,2,1.7
160,Coffee County,5,Coffee County Central High School,HS,Growth,0,2,0,1,0,0,0.3
160,Coffee County,5,Coffee County Central High School,HS,Chronic Absenteeism,3,2,2,NA,NA,2,2.6
160,Coffee County,5,Coffee County Central High School,HS,ELPA,1,NA,NA,1,NA,NA,1
160,Coffee County,5,Coffee County Central High School,HS,Graduation Rate,4,4,3,NA,NA,4,3.9
160,Coffee County,5,Coffee County Central High School,HS,Ready Graduate,3,1,3,NA,3,2,2.6
160,Coffee County,5,Coffee County Central High School,HS,Weighted Subgroup Score,1.8,1.2,1.7,1,1.1,1.5, 
160,Coffee County,10,Coffee County Middle School,K8,Achievement,2,2,0,NA,1,1,1.6
160,Coffee County,10,Coffee County Middle School,K8,Growth,0,1,0,1,0,1,0.3
160,Coffee County,10,Coffee County Middle School,K8,Chronic Absenteeism,2,4,1,NA,NA,0,1.9
160,Coffee County,10,Coffee County Middle School,K8,ELPA,NA,NA,NA,NA,NA,NA, 
160,Coffee County,10,Coffee County Middle School,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
160,Coffee County,10,Coffee County Middle School,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
160,Coffee County,10,Coffee County Middle School,K8,Weighted Subgroup Score,1.2,1.8,0.1,1,0.6,0.9, 
160,Coffee County,15,East Coffee Elementary,K8,Achievement,4,NA,2,NA,3,NA,3.2
160,Coffee County,15,East Coffee Elementary,K8,Growth,1,2,2,NA,2,2,1.4
160,Coffee County,15,East Coffee Elementary,K8,Chronic Absenteeism,4,NA,3,NA,NA,2,3.4
160,Coffee County,15,East Coffee Elementary,K8,ELPA,NA,NA,NA,NA,NA,NA, 
160,Coffee County,15,East Coffee Elementary,K8,Graduation Rate,NA,NA,NA,NA,NA,NA, 
160,Coffee County,15,East Coffee Elementary,K8,Ready Graduate,NA,NA,NA,NA,NA,NA, 
160,Coffee County,15,East Coffee Elementary,K8,Weighted Subgroup Score,2.8,2,2.1,NA,2.6,2, 
