system,system_name,school,school_name,pool,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,final_score
520,Lincoln County,56,Lincoln County High School,HS,2.7333333333333334,1.7333333333333334,2.2666666666666666,4,3.6,NA,2.6
520,Lincoln County,82,South Lincoln School,K8,3.466666666666667,3.8666666666666667,3.7333333333333334,NA,NA,NA,3.7
520,Lincoln County,90,Unity School,K8,2.5999999999999996,0.8,1,NA,NA,NA,1.7
521,Fayetteville,7,Fayetteville Middle School,K8,3.2,3.6,1.2666666666666666,NA,NA,NA,3.2
521,Fayetteville,10,Fayetteville High School,HS,1.2000000000000002,0.26666666666666666,2.8,4,0,NA,1
521,Fayetteville,20,Ralph Askins School,K8,0.8,3.6,2.2666666666666666,NA,NA,NA,2.1
530,Loudon County,15,Eaton Elementary,K8,4,3.6,2.8666666666666663,NA,NA,NA,3.7
530,Loudon County,18,Ft Loudoun Middle School,K8,2.7333333333333334,2.4000000000000004,2.8,NA,NA,0,2.4
530,Loudon County,25,Greenback School,HS,2.5999999999999996,2.5999999999999996,3.2,4,4,NA,3
530,Loudon County,30,Highland Park Elementary,K8,3.2,3.6,3,NA,NA,NA,3.3
530,Loudon County,35,Loudon Elementary,K8,2.1333333333333333,3.9,2.6,NA,NA,4,3
530,Loudon County,40,Loudon High School,HS,2.466666666666667,3.2,2.4000000000000004,4,4,0,2.8
530,Loudon County,48,North Middle School,K8,3.6,3.9,4,NA,NA,NA,3.8
530,Loudon County,50,Philadelphia Elementary,K8,2.7333333333333334,3.466666666666667,3.8666666666666667,NA,NA,NA,3.1
530,Loudon County,55,Steekee Elementary,K8,3,2,2.5999999999999996,NA,NA,NA,2.6
531,Lenoir City,5,Lenoir City High School,HS,3,3.5,2.6,3.6,3.4,2,3.1
531,Lenoir City,10,Lenoir City Intermediate/Middle School,K8,2.6999999999999997,4,4,NA,NA,2,3.2
531,Lenoir City,30,Lenoir City Elementary,K8,4,4,3.8,NA,NA,2.8666666666666663,3.9
540,McMinn County,10,Calhoun Elementary,K8,3.2,1.4,3.7333333333333334,NA,NA,3,2.6
540,McMinn County,15,Central High School,HS,3,2.7333333333333334,4,3,2.4,NA,2.9
540,McMinn County,25,E K Baker Elementary,K8,1.4,0.4,3.466666666666667,NA,NA,NA,1.2
540,McMinn County,30,Englewood Elementary,K8,3,3.8,2,NA,NA,NA,3.2
540,McMinn County,45,McMinn High School,HS,2.7333333333333334,0,2.4000000000000004,3,2.5999999999999996,0.8,1.8
540,McMinn County,50,Mountain View Elementary,K8,2,0.5333333333333333,4,NA,NA,NA,1.6
540,McMinn County,55,Niota Elementary,K8,0.8666666666666667,0.13333333333333333,4,NA,NA,NA,0.9
540,McMinn County,60,Riceville Elementary,K8,2.5999999999999996,2.5999999999999996,3.7333333333333334,NA,NA,0,2.5
540,McMinn County,65,Rogers Creek Elementary,K8,2.5999999999999996,3.4,4,NA,NA,NA,3.1
541,Athens,5,Athens City Middle School,K8,2.7333333333333334,3.8666666666666667,2.533333333333333,NA,NA,NA,3.2
541,Athens,25,North City Elementary,K8,2.5999999999999996,1.2666666666666666,4,NA,NA,NA,2.2
541,Athens,30,Westside Elementary,K8,3.6,2,4,NA,NA,2,2.9
542,Etowah,7,Etowah Elementary,K8,2.8666666666666663,3.466666666666667,3.7333333333333334,NA,NA,NA,3.2
550,McNairy County,5,Adamsville Elementary,K8,2.5999999999999996,2,4,NA,NA,NA,2.5
550,McNairy County,10,Adamsville Junior / Senior High School,HS,2.4000000000000004,0.6666666666666667,4,3.2,0,NA,1.6
550,McNairy County,15,Bethel Springs Elementary,K8,2.8,3.4,4,NA,NA,NA,3.2
550,McNairy County,20,McNairy Central High School,HS,2.8666666666666663,1.8666666666666667,3.8666666666666667,4,3.6,NA,2.9
550,McNairy County,25,Michie Elementary,K8,1.8,0.4,2.4000000000000004,NA,NA,NA,1.3
550,McNairy County,30,Ramer Elementary,K8,3,1.4,3.8,NA,NA,NA,2.4
550,McNairy County,40,Selmer Elementary,K8,2,0.8,4,NA,NA,NA,1.7
550,McNairy County,45,Selmer Middle School,K8,2.5999999999999996,4,4,NA,NA,NA,3.3
560,Macon County,5,Central Elementary,K8,2.5999999999999996,3.6,2.2666666666666666,NA,NA,2.8666666666666663,2.9
560,Macon County,20,Macon County Junior High School,K8,2.333333333333333,2.3,2.4000000000000004,NA,NA,1.7333333333333334,2.3
560,Macon County,21,Macon County High School,HS,1.7333333333333334,0.4,2.533333333333333,2,2.5999999999999996,0,1.5
560,Macon County,22,Lafayette Elementary School,K8,2.333333333333333,1.3,2.2666666666666666,NA,NA,4,2.1
560,Macon County,25,Red Boiling Springs Elementary,K8,1.6,1.7333333333333334,4,NA,NA,NA,1.9
560,Macon County,30,Red Boiling Springs School,HS,1.4,1.6666666666666665,4,4,4,NA,2.4
560,Macon County,35,Westside Elementary,K8,3.6,2,2.4000000000000004,NA,NA,NA,2.8
570,Madison County,6,Alexander Elementary School,K8,2,3.4,3.8666666666666667,NA,NA,NA,2.7
570,Madison County,14,Arlington Elementary School,K8,0.8666666666666667,0.2,4,NA,NA,2.8666666666666663,1.1
570,Madison County,21,Denmark Elementary,K8,2,1.2000000000000002,4,NA,NA,4,2.1
570,Madison County,22,Jackson Central-Merry Early College High,K8,1.6,3.6,0.8,NA,NA,NA,2.3
570,Madison County,24,Rose Hill School,K8,0.26666666666666666,0.26666666666666666,3.8666666666666667,NA,NA,NA,0.6
570,Madison County,38,Isaac Lane Technology Magnet Elementary,K8,2,2.7333333333333334,3.7333333333333334,NA,NA,NA,2.5
570,Madison County,53,Liberty Technology Magnet High School,HS,1,0.13333333333333333,0.26666666666666666,1,0.8666666666666667,0,0.6
570,Madison County,56,Lincoln Elementary School,K8,1.2000000000000002,1.8666666666666667,2.4000000000000004,NA,NA,NA,1.6
570,Madison County,63,Madison Academic Magnet High School,HS,4,3.6,4,4,4,NA,3.9
570,Madison County,71,North Side High School,HS,1,0.5,4,2.4000000000000004,2.1333333333333333,2,1.6
570,Madison County,76,Northeast Middle School,K8,1.7,2,3.7,NA,NA,0,1.8
570,Madison County,86,Community Montessori School,K8,3.6,3.6,4,NA,NA,NA,3.6
570,Madison County,100,Pope School,K8,1.8666666666666667,0.4,4,NA,NA,1,1.5
570,Madison County,102,South Elementary,K8,2.2,1.4,4,NA,NA,4,2.3
570,Madison County,105,South Side High School,HS,1,3.466666666666667,4,2,2.2,3.2,2.4
570,Madison County,111,Thelma Barker Elementary,K8,2,0.1,3.8,NA,NA,3.1333333333333333,1.6
570,Madison County,130,West-Bemis Middle School,K8,1.7333333333333334,1.4,4,NA,NA,1,1.8
570,Madison County,140,East Elementary School,K8,1.2666666666666666,0.30000000000000004,3,NA,NA,NA,1.1
570,Madison County,142,North Parkway Middle School,K8,0.9,0.5,4,NA,NA,2,1.2
570,Madison County,144,Jackson Career Technology Magnet Elementary,K8,1.8666666666666667,2.1999999999999997,2.4000000000000004,NA,NA,NA,2.1
570,Madison County,146,Andrew Jackson Elementary School,K8,2,2.8,4,NA,NA,1.6,2.4
580,Marion County,21,Jasper Elementary School,K8,1.6,2.7333333333333334,0.13333333333333333,NA,NA,NA,1.9
580,Marion County,23,Jasper Middle School,K8,1.2666666666666666,1.4,3.1333333333333333,NA,NA,NA,1.5
580,Marion County,25,Marion Co High School,HS,2.7333333333333334,0.26666666666666666,3.8666666666666667,2,4,NA,2.3
580,Marion County,30,Monteagle Elementary,K8,1,2.5999999999999996,0.6,NA,NA,NA,1.6
580,Marion County,50,South Pittsburg Elementary,K8,1.1333333333333333,0.6666666666666667,1,NA,NA,NA,0.9
580,Marion County,55,South Pittsburg High School,HS,1,0.2,2.2666666666666666,3,4,NA,1.6
580,Marion County,63,Whitwell Elementary,K8,4,4,2.4000000000000004,NA,NA,NA,3.8
580,Marion County,65,Whitwell Middle School,K8,1.8,0.8,2,NA,NA,NA,1.4
580,Marion County,70,Whitwell High School,HS,3.4,1.4,2.2,4,4,NA,2.8
581,Richard City,5,Richard Hardy Memorial School,K8,2,3,4,NA,NA,NA,2.6
590,Marshall County,7,Chapel Hill Elementary,K8,4,1,3.466666666666667,NA,NA,NA,2.7
590,Marshall County,18,Cornersville Elementary,K8,2.5999999999999996,3.8,2.5999999999999996,NA,NA,NA,3.1
590,Marshall County,20,Cornersville School,HS,2,1.8666666666666667,3.2,4,4,NA,2.6
590,Marshall County,30,Forrest School,HS,2.5999999999999996,1.2666666666666666,3.1333333333333333,4,4,NA,2.6
590,Marshall County,41,Lewisburg Middle School,K8,1.6,0.8,2.2666666666666666,NA,NA,3,1.5
590,Marshall County,43,Marshall Elementary,K8,3.2,2.2,3.9,NA,NA,3.8666666666666667,3
590,Marshall County,47,Marshall Co High School,HS,2.7333333333333334,1.8666666666666667,2.4000000000000004,2.8,3,NA,2.5
590,Marshall County,60,Westhills Elementary,K8,2.4,3.9,3.8,NA,NA,3.7,3.2
590,Marshall County,65,Delk-Henson Intermediate School,K8,2.5999999999999996,0.8,2.5999999999999996,NA,NA,NA,1.9
600,Maury County,5,J. R. Baker Elementary,K8,3,1.1333333333333333,3.6,NA,NA,4,2.5
600,Maury County,10,J. Brown Elementary,K8,2.2,2.1333333333333333,1.4,NA,NA,1,2
600,Maury County,15,Columbia Central High School,HS,1.2666666666666666,1.8,1.7000000000000002,2,2,0.13333333333333333,1.5
600,Maury County,30,Culleoka Unit School,HS,1.5333333333333334,1.8000000000000003,3.8666666666666667,4,4,2,2.5
600,Maury County,33,E. A. Cox Middle School,K8,1.1,0.6000000000000001,0.5,NA,NA,0.8666666666666667,0.8
600,Maury County,40,Hampshire Unit School,K8,3.4,2,3,NA,NA,NA,2.8
600,Maury County,45,Highland Park Elementary,K8,0.2,0.2,3.4,NA,NA,1,0.6
600,Maury County,50,J E Woodard Elementary,K8,3.2,3.4,2.1333333333333333,NA,NA,4,3.2
600,Maury County,53,Marvin Wright Elementary School,K8,4,0.6000000000000001,2.2666666666666666,NA,NA,4,2.6
600,Maury County,55,McDowell Elementary,K8,3,0.4,1.8000000000000003,NA,NA,3,2
600,Maury County,59,J E Woody Elementary,K8,2.4,3.3333333333333335,2.1333333333333333,NA,NA,NA,2.7
600,Maury County,61,Mt. Pleasant Middle Visual Perform. Arts,K8,1.1333333333333333,0.2,2.1333333333333333,NA,NA,NA,0.9
600,Maury County,65,Mt Pleasant High School,HS,2,1.8666666666666667,1.2666666666666666,2,0,NA,1.5
600,Maury County,68,R Howell Elementary,K8,1.2000000000000002,2,3.4,NA,NA,3,1.9
600,Maury County,70,Riverside Elementary,K8,1,2.2,2,NA,NA,3.2,1.7
600,Maury County,85,Santa Fe Unit School,HS,2.8,3.6,2.5999999999999996,4,3,NA,3.1
600,Maury County,90,Spring Hill Elementary,K8,3.2666666666666666,2.1333333333333333,3.7333333333333334,NA,NA,2,2.8
600,Maury County,95,Spring Hill High School,HS,1.7333333333333334,0.13333333333333333,2.8,3,1.9999999999999998,1,1.5
600,Maury County,100,Whitthorne Middle School,K8,1,0.2,1.3,NA,NA,0.8666666666666667,0.7
600,Maury County,105,Spring Hill Middle School,K8,1.7,0.6000000000000001,1.6666666666666665,NA,NA,1.8,1.3
600,Maury County,110,Northfield Academy,HS,NA,0,4,1,0,NA,0.7
610,Meigs County,5,Meigs South Elementary,K8,2,0.8,3.4,NA,NA,NA,1.7
610,Meigs County,8,Meigs Middle School,K8,2,2,2.4000000000000004,NA,NA,NA,2
610,Meigs County,15,Meigs North Elementary,K8,2.5999999999999996,0.4,4,NA,NA,NA,1.9
610,Meigs County,25,Meigs County High School,HS,2,2.4,4,4,4,NA,2.8
620,Monroe County,10,Coker Creek Elementary,K8,2,3,2,NA,NA,NA,2.4
620,Monroe County,18,Madisonville Intermediate School,K8,2,0.5333333333333333,4,NA,NA,NA,1.6
620,Monroe County,20,Madisonville Middle School,K8,2.1333333333333333,3.466666666666667,4,NA,NA,NA,2.9
620,Monroe County,35,Rural Vale Elementary,K8,1.6,0.8,4,NA,NA,NA,1.5
620,Monroe County,37,Sequoyah High School,HS,2.7333333333333334,3.7333333333333334,4,2.8,2.5999999999999996,NA,3.1
620,Monroe County,40,Sweetwater High School,HS,1.1333333333333333,0.4,2.2666666666666666,2,3,3.2,1.7
620,Monroe County,45,Tellico Plains Elementary,K8,2.5999999999999996,2,4,NA,NA,NA,2.5
620,Monroe County,50,Tellico Plains High School,HS,1.6,3.4,4,4,0,NA,2.2
620,Monroe County,53,Tellico Plains Junior High School,K8,2,2.7333333333333334,4,NA,NA,NA,2.5
620,Monroe County,55,Vonore Elementary,K8,1.4,2.1,4,NA,NA,3,2.1
620,Monroe County,58,Vonore Middle School,K8,2,3.5,4,NA,NA,NA,2.8
621,Sweetwater,5,Brown Intermediate School,K8,1.8666666666666667,0.5,3.2666666666666666,NA,NA,NA,1.5
621,Sweetwater,10,Sweetwater Elementary,K8,2.333333333333333,2.1,3.9,NA,NA,4,2.6
621,Sweetwater,15,Sweetwater Jr High School,K8,1.4,0.6000000000000001,2.4000000000000004,NA,NA,NA,1.2
630,Montgomery County,3,Barkers Mill Elementary,K8,3.2,0.4,3.8666666666666667,NA,NA,4,2.4
630,Montgomery County,5,Barksdale Elementary,K8,3.466666666666667,1.1333333333333333,4,NA,NA,NA,2.6
630,Montgomery County,10,Burt Elementary,K8,1.8666666666666667,1.2666666666666666,2,NA,NA,NA,1.6
630,Montgomery County,15,Byrns Darden Elementary,K8,2.7333333333333334,2.9,3.7,NA,NA,4,3
630,Montgomery County,17,Kenwood Elementary,K8,3.6,0.5,3.7,NA,NA,3.2,2.5
630,Montgomery County,18,Kenwood Middle,K8,1,0.2,2.3,NA,NA,1.8666666666666667,0.9
630,Montgomery County,19,Kenwood High,HS,1.3,0.5,3.8,2,1.8666666666666667,2.1333333333333333,1.6
630,Montgomery County,20,Montgomery Central Elementary,K8,3.4,1.2666666666666666,3.466666666666667,NA,NA,NA,2.6
630,Montgomery County,25,Montgomery Central High,HS,2.5999999999999996,1.7333333333333334,3.7333333333333334,3.1333333333333333,2.7333333333333334,NA,2.5
630,Montgomery County,27,Hazelwood Elementary,K8,3.8666666666666667,0.5,4,NA,NA,3,2.6
630,Montgomery County,30,Clarksville High,HS,3.2,3.7,3.7333333333333334,3.8666666666666667,3.0666666666666664,2,3.3
630,Montgomery County,35,Glenellen Elementary,K8,3.466666666666667,2.4000000000000004,3.8666666666666667,NA,NA,NA,3.1
630,Montgomery County,40,Cumberland Heights Elementary,K8,3.6,0.13333333333333333,2.8666666666666663,NA,NA,NA,2.1
630,Montgomery County,45,East Montgomery Elementary,K8,4,3.8,3.8,NA,NA,4,3.9
630,Montgomery County,49,Liberty Elementary,K8,2.7333333333333334,3.466666666666667,3.2666666666666666,NA,NA,NA,3.1
630,Montgomery County,51,Minglewood Elementary,K8,2,1.9,3.9,NA,NA,0.8,2
630,Montgomery County,52,Montgomery Central Middle,K8,2.333333333333333,0.26666666666666666,2.5999999999999996,NA,NA,NA,1.5
630,Montgomery County,55,Moore Magnet Elementary,K8,2.466666666666667,0.5333333333333333,2.8666666666666663,NA,NA,NA,1.7
630,Montgomery County,60,Norman Smith Elementary,K8,2.8666666666666663,2.8666666666666663,3.1333333333333333,NA,NA,4,3
630,Montgomery County,65,New Providence Middle,K8,1.7333333333333334,0.7000000000000001,3.1333333333333333,NA,NA,4,1.7
630,Montgomery County,66,Northeast Elementary,K8,3,3.0999999999999996,4,NA,NA,3.8,3.2
630,Montgomery County,67,Northeast Middle,K8,1.7,0.2,3.466666666666667,NA,NA,1,1.3
630,Montgomery County,68,Northeast High,HS,3.466666666666667,3.5,4,2.7333333333333334,2.1999999999999997,1,3
630,Montgomery County,70,Northwest High,HS,2.5999999999999996,2.1333333333333333,3.6,2.8666666666666663,2.7333333333333334,NA,2.6
630,Montgomery County,73,Richview Middle,K8,3.6,0.2,3.0999999999999996,NA,NA,2,2.2
630,Montgomery County,75,Ringgold Elementary,K8,3,3.9,3.9,NA,NA,4,3.5
630,Montgomery County,77,Rossview Middle,K8,3.2,0.2,3.7333333333333334,NA,NA,NA,2.1
630,Montgomery County,78,Rossview High,HS,3.6,3.0666666666666664,4,4,2.4,NA,3.3
630,Montgomery County,83,Sango Elementary,K8,3.8,3,4,NA,NA,NA,3.5
630,Montgomery County,84,West Creek Middle,K8,2.4,1.1,3.1333333333333333,NA,NA,0.2,1.8
630,Montgomery County,85,Woodlawn Elementary,K8,3.7333333333333334,0.5333333333333333,3.7333333333333334,NA,NA,NA,2.5
630,Montgomery County,88,Middle College @ Austin Peay State University,HS,4,3.2,4,4,4,NA,3.8
630,Montgomery County,90,West Creek Elementary,K8,3.466666666666667,1.2666666666666666,3.8,NA,NA,3,2.7
630,Montgomery County,95,Carmel Elementary,K8,4,0.4,3.6,NA,NA,NA,2.5
630,Montgomery County,100,West Creek High,HS,2.5,0.1,3.3,2.5999999999999996,2.466666666666667,1,1.8
630,Montgomery County,105,Rossview Elementary,K8,3.8666666666666667,3.0999999999999996,4,NA,NA,3,3.5
630,Montgomery County,110,Pisgah Elementary,K8,3.3333333333333335,2.1333333333333333,4,NA,NA,4,3
630,Montgomery County,115,Oakland Elementary,K8,3.3333333333333335,1.2000000000000002,3.8666666666666667,NA,NA,4,2.7
640,Moore County,10,Lynchburg Elementary,K8,1.8,1.5333333333333334,1.8,NA,NA,NA,1.7
640,Moore County,15,Moore County High School,HS,2.4000000000000004,2.4000000000000004,2.4000000000000004,3,4,NA,2.8
650,Morgan County,10,Central Elementary,K8,2,1.2000000000000002,3.6,NA,NA,NA,1.8
650,Morgan County,13,Central Middle School,K8,0.8,0.4,2.8,NA,NA,NA,0.8
650,Morgan County,15,Central High School,HS,1,0.4,4,4,4,NA,1.9
650,Morgan County,30,Coalfield School,HS,1,1.4,4,4,3,NA,2
650,Morgan County,46,Morgan County Career and Technical Center,HS,NA,NA,NA,4,0,NA,0.8
650,Morgan County,55,Oakdale School,HS,1,1.7333333333333334,4,4,2,NA,1.9
650,Morgan County,60,Petros Joyner Elementary,K8,0,0.4,3.4,NA,NA,NA,0.5
650,Morgan County,70,Sunbright School,HS,2,1.2000000000000002,4,4,3,NA,2.3
660,Obion County,7,Black Oak Elementary,K8,2.5999999999999996,2,3.8,NA,NA,NA,2.5
660,Obion County,12,Hillcrest Elementary,K8,3.6,2.5999999999999996,2.4000000000000004,NA,NA,NA,3.1
660,Obion County,26,Lake Road Elementary,K8,2.1999999999999997,1.4,2.8,NA,NA,NA,1.9
660,Obion County,35,Obion County Central High School,HS,2.4000000000000004,0.26666666666666666,2.8,3.8,2.4,NA,1.9
660,Obion County,38,Ridgemont Elementary,K8,2,2,2.6,NA,NA,1.8,2
660,Obion County,45,South Fulton Elementary,K8,3.6,2.5999999999999996,4,NA,NA,NA,3.2
660,Obion County,50,South Fulton Middle / High School,HS,2.1999999999999997,0.4,1.7333333333333334,4,4,NA,2.1
661,Union City,10,Union City Elementary School,K8,1.8666666666666667,0.5,2.8,NA,NA,4,1.7
661,Union City,12,Union City Middle School,K8,2.5999999999999996,2.3,2.1999999999999997,NA,NA,NA,2.4
661,Union City,15,Union City High School,HS,3.6,3.7333333333333334,3.7333333333333334,4,3.6,NA,3.7
670,Overton County,5,Allons Elementary,K8,2,1.8,2,NA,NA,NA,1.9
670,Overton County,20,Hilham Elementary,K8,2.5999999999999996,2.1999999999999997,4,NA,NA,NA,2.6
670,Overton County,30,Livingston Academy,HS,1.8,0,1.2000000000000002,4,3.6,NA,1.7
670,Overton County,35,Livingston Middle School,K8,1.8,1.2000000000000002,4,NA,NA,NA,1.8
670,Overton County,50,Rickman Elementary,K8,3.4,2.5999999999999996,3.6,NA,NA,NA,3.1
670,Overton County,60,Wilson Elementary,K8,2,2.4000000000000004,2.4000000000000004,NA,NA,NA,2.2
670,Overton County,65,A H Roberts Elementary,K8,2,2.2,2.6,NA,NA,NA,2.1
680,Perry County,15,Linden Elementary,K8,2.1999999999999997,0,2.8,NA,NA,NA,1.4
680,Perry County,20,Lobelville Elementary,K8,2.5999999999999996,2,2.5999999999999996,NA,NA,NA,2.4
680,Perry County,25,Linden Middle School,K8,1.2000000000000002,0.6666666666666667,3.4,NA,NA,NA,1.2
680,Perry County,27,Perry County High School,HS,2,0,2.2,3,4,NA,1.9
690,Pickett County,5,Pickett Co High School,HS,2,2.5999999999999996,2,4,4,NA,2.7
690,Pickett County,10,Pickett County Elementary,K8,1.2000000000000002,1,4,NA,NA,NA,1.4
700,Polk County,5,Benton Elementary,K8,2.5999999999999996,1,2.8,NA,NA,NA,2
700,Polk County,10,Copper Basin Elementary School,K8,3.6,2,2.2,NA,NA,NA,2.8
700,Polk County,15,Copper Basin High School,HS,2.4000000000000004,3.4,3.2,4,3,NA,3
700,Polk County,50,Chilhowee Middle School,K8,3.6,3,4,NA,NA,NA,3.4
700,Polk County,53,Polk County High School,HS,1,0.4,4,3.6,3.2,NA,1.7
700,Polk County,57,South Polk Elementary,K8,3.6,3.6,1.4,NA,NA,NA,3.4
710,Putnam County,5,Algood Elementary,K8,3.2,3.6,2,NA,NA,3,3.2
710,Putnam County,8,Algood Middle School,K8,3,3.7,3,NA,NA,0.8,3
710,Putnam County,15,Cornerstone Elementary,K8,2.5999999999999996,2,4,NA,NA,NA,2.5
710,Putnam County,25,Burks Elementary,K8,3.7,4,2.3,NA,NA,2.8,3.6
710,Putnam County,30,Cane Creek Elementary,K8,1.7999999999999998,1.2666666666666666,2.533333333333333,NA,NA,NA,1.7
710,Putnam County,35,Capshaw Elementary,K8,3.6,2.333333333333333,4,NA,NA,NA,3.1
710,Putnam County,37,Cookeville High School,HS,2.9,3.4,1.8,2.466666666666667,2.533333333333333,0.9,2.6
710,Putnam County,50,Jere Whitson Elementary,K8,2,3.8,4,NA,NA,2.2,2.9
710,Putnam County,55,Monterey High School,HS,1.1333333333333333,3.8,4,1.6,2,0.9,2.3
710,Putnam County,57,Northeast Elementary,K8,2.5999999999999996,1.4,3.0999999999999996,NA,NA,2,2.2
710,Putnam County,60,Park View Elementary,K8,2,2.5999999999999996,4,NA,NA,4,2.6
710,Putnam County,65,Avery Trace Middle School,K8,2.4,0.30000000000000004,3.2,NA,NA,0.2,1.5
710,Putnam County,70,Sycamore Elementary,K8,1.6,2.1333333333333333,2.8666666666666663,NA,NA,2,2
710,Putnam County,90,Upperman High School,HS,3.6,3.3333333333333335,3.2666666666666666,2.1999999999999997,2.8,NA,3.3
710,Putnam County,95,Prescott South Elementary,K8,3,2.7333333333333334,3.1333333333333333,NA,NA,2.8,2.9
710,Putnam County,100,Prescott South Middle School,K8,1.9,0.5,3.466666666666667,NA,NA,2,1.6
710,Putnam County,110,Upperman Middle School,K8,1.7333333333333334,2.9,2.4000000000000004,NA,NA,NA,2.3
720,Rhea County,10,Frazier Elementary,K8,3.6,2.2666666666666666,3.6,NA,NA,NA,3.1
720,Rhea County,20,Graysville Elementary School,K8,3.6,2,4,NA,NA,NA,3
720,Rhea County,32,Rhea County High School,HS,2,1.4666666666666666,4,4,2.1333333333333333,3,2.3
720,Rhea County,40,Spring City Elementary,K8,2.5999999999999996,0.13333333333333333,3,NA,NA,NA,1.7
720,Rhea County,50,Spring City Middle School,K8,1.6,2.1333333333333333,2.5999999999999996,NA,NA,NA,1.9
720,Rhea County,65,Rhea Central Elementary,K8,2.5999999999999996,1.4,3.7,NA,NA,4,2.4
720,Rhea County,70,Rhea Middle School,K8,2.7333333333333334,2.5,4,NA,NA,NA,2.8
721,Dayton,5,Dayton City Elementary,K8,2.9,3.9,3.4,NA,NA,3.8666666666666667,3.4
730,Roane County,5,Cherokee Middle School,K8,3.7333333333333334,3.1333333333333333,3.1333333333333333,NA,NA,NA,3.4
730,Roane County,14,Harriman Middle School,K8,1,0.26666666666666666,0.7333333333333333,NA,NA,NA,0.7
730,Roane County,15,Harriman High School,HS,1.2000000000000002,2,2.1333333333333333,3.6,3,NA,2
730,Roane County,28,Bowers Elementary,K8,2.8666666666666663,3.7333333333333334,2.2666666666666666,NA,NA,NA,3.2
730,Roane County,35,Kingston Elementary,K8,3,3.2,3.6,NA,NA,NA,3.1
730,Roane County,45,Midtown Elementary,K8,3.6,4,4,NA,NA,NA,3.8
730,Roane County,47,Midway Elementary,K8,3.6,3.6,3.6,NA,NA,NA,3.6
730,Roane County,48,Midway Middle School,K8,3.2,2.2,4,NA,NA,NA,2.9
730,Roane County,50,Midway High School,HS,3.4,0.8,4,4,4,NA,2.8
730,Roane County,60,Oliver Springs Middle,K8,1.6,0.8,3.2,NA,NA,NA,1.4
730,Roane County,65,Oliver Springs High School,HS,3,3.4,4,3,3,NA,3.2
730,Roane County,77,Ridge View Elementary,K8,1.8666666666666667,3.6,3.3333333333333335,NA,NA,NA,2.7
730,Roane County,80,Roane County High School,HS,2.4,1.1333333333333333,3.8666666666666667,3.6,3.6,NA,2.5
730,Roane County,81,Midtown Educational Center,HS,NA,NA,4,2,3,NA,3.1
730,Roane County,85,Rockwood High School,HS,2,0,3.7333333333333334,3.6,3,NA,1.9
730,Roane County,90,Rockwood Middle School,K8,2.4,3.466666666666667,4,NA,NA,NA,3
730,Roane County,95,Dyllis Springs Elementary,K8,3.6,0.8,2.4000000000000004,NA,NA,NA,2.4
740,Robertson County,15,Crestview Elementary School,K8,2.2,3.9,3.8,NA,NA,3.7,3.1
740,Robertson County,20,Cheatham Park Elementary,K8,0.4,1.8,3.3,NA,NA,3.9,1.5
740,Robertson County,25,Coopertown Elementary,K8,1.6,0.6666666666666667,2.4000000000000004,NA,NA,3.1333333333333333,1.5
740,Robertson County,26,Coopertown Middle School,K8,2.9,4,3.4,NA,NA,3,3.3
740,Robertson County,28,East Robertson Elementary,K8,2.8666666666666663,1.2666666666666666,2.8666666666666663,NA,NA,4,2.4
740,Robertson County,32,East Robertson High School,HS,2.5999999999999996,2.5999999999999996,3.4,4,1,NA,2.4
740,Robertson County,35,Greenbrier Elementary,K8,2.5999999999999996,2.7333333333333334,1.8666666666666667,NA,NA,NA,2.6
740,Robertson County,38,Greenbrier Middle School,K8,1.8,1.7000000000000002,3.7333333333333334,NA,NA,2,2
740,Robertson County,40,Greenbrier High School,HS,2,1.6666666666666665,3.4,3,3.6,NA,2.4
740,Robertson County,45,Jo Byrns High School,HS,1.1333333333333333,1.1,4,4,3,0,1.8
740,Robertson County,48,Jo Byrns Elementary School,K8,1.8,3.7333333333333334,3.6,NA,NA,NA,2.8
740,Robertson County,50,Krisle Elementary,K8,3.4,4,2.6,NA,NA,4,3.6
740,Robertson County,70,Springfield High School,HS,2.4,0.7,2.4000000000000004,2.333333333333333,1.7999999999999998,0.8,1.7
740,Robertson County,75,Springfield Middle School,K8,2.5999999999999996,1.7,3.8,NA,NA,0,2.1
740,Robertson County,80,Watauga Elementary,K8,2.5999999999999996,2,3.7333333333333334,NA,NA,NA,2.5
740,Robertson County,88,White House Heritage Elementary School,K8,2.7333333333333334,3.6,4,NA,NA,NA,3.2
740,Robertson County,90,White House Heritage High School,HS,2.466666666666667,3.3333333333333335,4,4,4,NA,3.3
740,Robertson County,100,Robertson County Alternative Learning Center,K8,NA,2,NA,NA,NA,NA,2
750,Rutherford County,1,Blackman Elementary School,K8,3.7,1.5,3.8,NA,NA,4,3
750,Rutherford County,2,Blackman Middle School,K8,2.5999999999999996,1,2.6999999999999997,NA,NA,0.8,1.9
750,Rutherford County,3,Barfield Elementary,K8,3.3333333333333335,3.8,2.6999999999999997,NA,NA,4,3.5
750,Rutherford County,4,Blackman High School,HS,2.333333333333333,3.1,3.8,3.466666666666667,3.2,1.8666666666666667,2.9
750,Rutherford County,5,Buchanan Elementary,K8,2.5999999999999996,1.8,3,NA,NA,4,2.5
750,Rutherford County,8,Cedar Grove Elementary,K8,3.466666666666667,4,4,NA,NA,3.7,3.7
