system,school,pool,designation_ineligible,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,targeted_support_Native,targeted_support_Asian,targeted_support_Black,targeted_support_BHN,targeted_support_ED,targeted_support_EL,targeted_support_Hispanic,targeted_support_HPI,targeted_support_SWD,targeted_support_White,targeted_support_subgroups,targeted_support,final_average
750,23,K8,0,2.5999999999999996,0.8,2.8666666666666663,,,2,,0,0,0,0,,0,,0,0,0,0,1.9
750,25,K8,0,3,3.7,3.0999999999999996,,,4,,,0,0,0,0,0,,,0,0,0,3.4
750,28,K8,0,2.6999999999999997,0.9,3.0999999999999996,,,4,,,0,0,0,0,0,,0,0,0,0,2.2
750,35,HS,0,3.6,0.9333333333333335,3.8666666666666667,4,4,,,,,,,,,,,0,0,0,2.9
750,37,HS,0,1.8,2.8,3.2,4,0,,,,,,0,,,,,0,0,0,2
750,39,K8,0,3.6,2.2,3.6,,,1.8666666666666667,,,0,0,0,,,,,0,0,0,2.9
750,40,K8,0,2.2,3.8666666666666667,4,,,3.2,,,,0,0,,,,,0,0,0,3.1
750,50,K8,0,4,0.6666666666666667,3.7333333333333334,,,,,,,0,0,,,,,0,0,0,2.6
750,55,K8,0,3.7,2.4000000000000004,3,,,3.7,,,0,0,0,0,0,,0,0,0,0,3.2
750,58,K8,0,2.4,2.2,3.3,,,3.7333333333333334,,0,0,0,0,0,0,,0,0,0,0,2.6
750,59,K8,0,2.1,3.7,3,,,3.8,,,0,0,0,0,0,,0,0,0,0,2.9
750,62,K8,0,2.6999999999999997,4,4,,,2,,,0,0,0,0,0,,0,0,0,0,3.2
750,63,HS,0,2.5999999999999996,3.9,3.9,2.7333333333333334,3.7333333333333334,0,,,0,0,0,,0,,0,0,0,0,3
750,65,K8,0,4,2,4,,,,,,,,,,,,,0,0,0,3.2
750,70,K8,0,4,0.4,4,,,,,,,,,,,,,0,0,0,2.6
750,72,HS,0,1.6,3.2,2.6,3,3.2,0.8,,,0,0,0,,0,,0,0,0,0,2.4
750,74,HS,0,1.8666666666666667,0.2,3.9,3.8666666666666667,2.4,0.7333333333333333,,,0,0,0,,,,1,0,1,1,1.7
750,75,K8,0,3.6,0.6000000000000001,2.7333333333333334,,,3,,,0,0,0,,0,,,0,0,0,2.4
750,77,K8,0,2.1,4,3.3,,,3.6,,,0,0,0,0,0,,0,0,0,0,3
750,78,K8,0,3.2,4,2.5999999999999996,,,0.8,,0,0,0,0,,0,,0,0,0,0,3.2
750,90,K8,0,2,2.5,2.9,,,2.9,,,0,0,0,0,0,,0,0,0,0,2.4
750,95,K8,0,1.8,3,2.8,,,1,,0,0,0,0,0,0,,0,0,0,0,2.2
750,98,HS,0,1.1,2,2.6999999999999997,3.8,0.2,0.9,,,0,0,0,0,1,,0,0,1,1,1.4
750,100,K8,0,1.9,2.9,4,,,2.8666666666666663,,,0,0,0,0,0,,0,0,0,0,2.6
750,103,K8,0,2.5999999999999996,2.3,3.8666666666666667,,,1,,0,0,0,0,,0,,0,0,0,0,2.5
750,104,HS,0,2.333333333333333,0.30000000000000004,3.2666666666666666,3.8666666666666667,3.2,0,,,0,0,0,,,,0,0,0,0,1.9
750,105,K8,0,4,1.9999999999999998,3.8666666666666667,,,2.1333333333333333,,,0,0,0,,0,,,0,0,0,3.1
750,110,K8,0,3.2,2,3.6,,,,,,,0,0,,,,,0,0,0,2.8
750,150,K8,0,3.6,1.3,3.6,,,,,,0,0,0,,,,0,0,0,0,2.7
750,200,K8,0,2.9,3.8,3.8,,,3.9,,0,0,0,0,0,0,,0,0,0,0,3.4
750,210,K8,0,4,4,3.4,,,4,,,0,0,0,,,,,0,0,0,3.9
750,220,K8,0,3.5,3.9,3.7333333333333334,,,3,,0,0,0,0,,0,,0,0,0,0,3.6
750,225,HS,0,3.466666666666667,2.1,3.8,3.466666666666667,3.0666666666666664,0.8666666666666667,,,0,0,0,,0,,0,0,0,0,2.8
750,230,K8,0,3.5,4,1.9,,,2.8666666666666663,,0,0,0,0,0,0,,0,0,0,0,3.5
751,5,K8,0,4,2.5999999999999996,4,,,,,,,0,,,,,,0,0,0,3.4
751,7,K8,0,2.8,3.8,3.9,,,3.6,,0,0,0,0,0,0,,0,0,0,0,3.3
751,10,K8,0,1.9,4,4,,,2,,,0,0,0,0,0,,0,0,0,0,2.9
751,15,K8,0,2.6999999999999997,3.5,3.7,,,4,,0,0,0,0,0,0,,0,0,0,0,3.2
751,18,K8,0,3.6,3.2,3.8666666666666667,,,3,,,0,0,0,,,,0,0,0,0,3.4
751,20,K8,0,2.2,3.8,4,,,3,,,0,0,0,0,0,,0,0,0,0,3
751,25,K8,0,2.6999999999999997,3.5,3.2,,,3.8666666666666667,,,0,0,0,0,0,,0,0,0,0,3.1
751,32,K8,0,2.5999999999999996,0.5,3.466666666666667,,,4,,,0,0,0,,,,0,0,0,0,2.1
751,35,K8,0,2.8,4,3.6,,,3,,,0,0,0,0,0,,0,0,0,0,3.3
751,40,K8,0,3.466666666666667,3.3333333333333335,3.7333333333333334,,,,,,0,0,0,,0,,0,0,0,0,3.4
751,45,K8,0,2.7333333333333334,3.6,3.4,,,4,,,0,0,0,,,,0,0,0,0,3.2
751,150,K8,0,3.4,4,4,,,4,,0,0,0,0,0,0,,0,0,0,0,3.7
760,5,K8,0,2,2,2.8,,,,,,,,0,,,,0,0,0,0,2.1
760,8,K8,0,3,3.8,4,,,,,,,,0,,,,0,0,0,0,3.4
760,20,K8,0,2.5999999999999996,2,2.2,,,,,,,,0,,,,,0,0,0,2.3
760,25,K8,0,2.5999999999999996,3.7333333333333334,3.4,,,,,,,,0,,,,0,0,0,0,3.1
760,40,K8,0,3.6,3.4,2,,,,,,,,0,,,,,0,0,0,3.4
760,48,HS,0,1,0.2,3,4,3,,,,,,0,,,,,0,0,0,1.5
760,55,K8,0,2,2.4000000000000004,2,,,,,,,,0,,,,,0,0,0,2.2
761,5,K8,0,2.5999999999999996,2.2,3.6,,,,,,,,0,,,,0,0,0,0,2.5
761,8,K8,0,1.2,0.8,2.4,,,,,,,,0,,,,,0,0,0,1.2
761,10,HS,0,3,3.2,2.5999999999999996,4,4,,,,,,,,,,,0,0,0,3.3
770,5,K8,0,1.1333333333333333,0.4,3.1333333333333333,,,4,,,,0,0,,0,,0,1,1,1,1.4
770,10,K8,0,1.6,0.7000000000000001,1.5,,,2.2,,,,0,1,,,,0,0,1,1,1.3
770,20,HS,0,1.1333333333333333,2,2.8666666666666663,4,3.2,,,,,,0,,,,,0,0,0,2.1
780,12,K8,0,2.5999999999999996,3.6,3,,,,,,,,0,,,,0,0,0,0,3
780,13,K8,0,2.8,3.7333333333333334,1.8666666666666667,,,4,,,,,0,,,,0,0,0,0,3.2
780,15,K8,0,2.5999999999999996,2,0.4,,,,,,,,0,,,,,0,0,0,2.1
780,20,HS,0,2.8666666666666663,3.2,4,4,4,2,,,,,0,,,,,0,0,0,3.3
780,25,K8,0,3.6,2.4,2.2,,,,,,,,0,,,,,0,0,0,3
780,30,HS,0,2.5999999999999996,0.13333333333333333,4,4,2.5999999999999996,,,,,,0,,,,,0,0,0,2.1
780,31,K8,0,1.6,3,3.1333333333333333,,,,,,,0,0,,,,0,0,0,0,2.3
780,32,K8,0,2.4000000000000004,1.2666666666666666,2.4000000000000004,,,2,,,,,0,,,,,0,0,0,2
780,34,K8,0,1.8666666666666667,0.5333333333333333,2.4000000000000004,,,,,,,0,0,,,,0,1,1,1,1.4
780,35,K8,0,2.5999999999999996,3.466666666666667,3.7333333333333334,,,,,,,,0,,,,0,0,0,0,3.1
780,40,K8,0,2.9,3.5,2.2,,,3,,,,0,0,0,0,,0,0,0,0,3.1
780,44,K8,0,0.8666666666666667,1.4,1.5,,,2.8666666666666663,,,,0,1,0,0,,,1,2,1,1.3
780,45,K8,0,1.9,2.2,2.1,,,1,,,,0,0,0,0,,0,0,0,0,1.9
780,46,HS,0,2.3,2,1.6,4,2.5999999999999996,1.1333333333333333,,,,,0,,,,,0,0,0,2.2
780,50,K8,0,3.2,3.2,2.8,,,,,,,,0,,,,,0,0,0,3.2
780,52,HS,0,,0,4,1,0,,,,,,,,,,,,0,0,0.7
780,55,HS,0,2.5,3.4,2.3,4,2.933333333333333,0,,,,0,0,,,,0,0,0,0,2.6
780,61,K8,0,2.1,1.6,3.0999999999999996,,,4,,,,0,0,0,0,,0,0,0,0,2.2
780,62,K8,0,1.8,1.5,0.8,,,0,,,,0,0,0,0,,0,1,1,1,1.4
780,65,K8,1,,0.4,4,,,,,,,,,,,,,,0,0,1.1
780,66,K8,0,2.8,3.6,2,,,,,,,,0,,,,0,0,0,0,3
780,68,K8,0,2.7333333333333334,2,2.533333333333333,,,,,,,0,0,,,,0,0,0,0,2.4
780,70,HS,0,2.5999999999999996,3.6,3.1333333333333333,4,4,,,,,,,,,,,0,0,0,3.3
780,80,K8,0,1.6,2,2,,,,,,,,0,,,,,0,0,0,1.8
792,10,K8,0,1.1333333333333333,0.4,3.1333333333333333,,,,,,0,0,0,,0,,0,0,0,0,1
792,35,HS,0,1.1333333333333333,0.4,0.7333333333333333,2.5999999999999996,1.8666666666666667,,,,0,0,0,,,,0,0,0,0,1.1
792,67,K8,0,2,2.2666666666666666,2,,,3,,,0,0,0,0,0,,,0,0,0,2.2
792,68,K8,0,2.3,2.9,2.1,,,4,,,0,0,0,0,0,,0,0,0,0,2.7
792,80,K8,0,3.3333333333333335,1.7333333333333334,3,,,,,,0,0,0,,,,0,0,0,0,2.7
792,105,K8,0,3,0.26666666666666666,3.0999999999999996,,,4,,,0,0,0,0,,,,,0,0,2.2
792,107,K8,0,2.9,1.9,2.8666666666666663,,,1,,0,0,0,0,,0,,0,0,0,0,2.4
792,108,K8,0,2.8666666666666663,2.8,4,,,4,,,0,0,0,0,0,,,,0,0,3.1
792,110,HS,0,2.1,3.6,2.9,4,3.3333333333333335,1,,,0,0,0,,,,0,0,0,0,2.8
792,115,K8,0,1,0.13333333333333333,3,,,1,,,0,0,0,,,,,,0,0,0.9
792,118,K8,0,2.9,2.5,3,,,4,,,0,0,0,0,0,,0,0,0,0,2.9
792,140,K8,0,1.1333333333333333,0.30000000000000004,3.466666666666667,,,,,,0,0,0,,,,0,0,0,0,1
792,145,K8,0,1.8,2.5999999999999996,0,,,,,,0,0,0,,,,,,0,0,1.9
792,175,K8,0,3,0.6000000000000001,1,,,4,,,0,0,0,0,0,,,,0,0,2.1
792,178,HS,0,1,0,1.5,1.7333333333333334,1.1333333333333333,0.8666666666666667,,,0,1,1,,0,,1,,3,1,0.9
792,185,K8,0,1,0,2.2666666666666666,,,,,,,,,,,,,,0,0,0.7
792,200,K8,0,1,0.6000000000000001,1.7333333333333334,,,1.8666666666666667,,,0,0,0,,1,,0,,1,1,1
792,205,K8,0,2.2,2.5,2.9,,,2.1333333333333333,,,0,0,0,0,0,,0,,0,0,2.4
792,300,K8,0,3,4,4,,,4,,,0,0,0,0,0,,,,0,0,3.6
792,2005,K8,0,3,4,2.2666666666666666,,,,,,0,0,0,,,,,,0,0,3.3
792,2007,K8,0,1,1.4,2.2,,,1.7,,,1,0,1,0,0,,0,0,2,1,1.3
792,2020,K8,0,2,2,1.2000000000000002,,,,,,0,0,0,,,,,,0,0,1.9
792,2023,K8,0,1.1,0.6000000000000001,0.2,,,0,,,,,,,,,,,0,0,0.7
792,2030,HS,0,1,3.466666666666667,1.2666666666666666,2,1.2000000000000002,,,,0,0,0,,,,,,0,0,1.9
792,2040,K8,0,1,0.5,2.8,,,,,,0,1,0,,,,,,1,1,1
792,2045,K8,0,4,4,2.3,,,3.7,,,0,0,0,0,0,,,0,0,0,3.8
792,2049,K8,0,2.5999999999999996,3.4,3,,,3.8666666666666667,,,0,0,0,0,0,,1,0,1,1,3
792,2050,K8,0,2.2,1.2000000000000002,1.6,,,,,,0,0,0,,,,,,0,0,1.7
792,2053,K8,0,1.3,0.4,2.1,,,3.7333333333333334,,,1,0,0,0,0,,0,,1,1,1.3
792,2057,K8,0,3,1.8,1.2666666666666666,,,,,,0,0,0,,,,,,0,0,2.3
792,2060,K8,0,1,0.26666666666666666,2.5,,,0.8666666666666667,,,0,0,0,,,,,,0,0,0.9
792,2070,K8,0,4,0,4,,,,,,0,0,,,,,,0,0,0,2.4
792,2090,HS,0,2.8,3.8,2,2.2666666666666666,2.5999999999999996,3,,,0,0,0,,,,0,0,0,0,2.9
792,2095,K8,0,3,2.1333333333333333,1.4,,,3.8666666666666667,,,1,0,0,0,0,,,,1,1,2.6
792,2100,K8,0,1,0.26666666666666666,3.8666666666666667,,,,,,0,0,0,,,,,,0,0,1
792,2108,K8,0,0.5333333333333333,0,0,,,,,,1,1,1,,,,0,,3,1,0.3
792,2115,K8,0,2.5,3.4,2.5,,,0,,,0,0,0,0,0,,0,0,0,0,2.6
792,2116,K8,0,3,3.7,3.2,,,3.7,,,0,0,0,0,0,,0,0,0,0,3.3
792,2117,K8,0,1.3,0.5,2,,,4,,,1,0,0,0,,,0,0,1,1,1.4
792,2118,K8,0,1.5,0.6000000000000001,2.8,,,2,,,0,0,0,0,0,,0,0,0,0,1.4
792,2119,HS,0,1.1,3.5,4,2.1,2,2.9,,,0,0,0,0,0,,0,0,0,0,2.4
792,2126,HS,0,1.2666666666666666,1.9,0,1.1333333333333333,1,3,,,0,0,0,,,,1,,1,1,1.4
792,2128,K8,0,2,2.9,0,,,2,,,,,,,,,,,0,0,2.1
792,2130,K8,0,1.7333333333333334,0.4,4,,,4,,,0,0,0,0,0,,,,0,0,1.7
792,2133,K8,0,1.1333333333333333,0.7000000000000001,1.8000000000000003,,,3.8,,,1,0,0,0,0,,,,1,1,1.3
792,2135,K8,0,1.8,0.6,1.6666666666666665,,,,,,0,0,1,,,,,,1,1,1.3
792,2145,K8,0,4,3,3.2,,,,,,0,0,0,,,,,,0,0,3.5
792,2153,K8,0,2,0.4,2.533333333333333,,,,,,0,0,0,,,,,,0,0,1.4
792,2155,K8,0,1,0.4,3.2666666666666666,,,,,,0,1,0,,,,,,1,1,1
792,2160,HS,0,1,1.1333333333333333,4,2,0.8666666666666667,4,,,0,0,0,,,,0,,0,0,1.7
792,2162,K8,0,3,0.4,2,,,,,,0,0,0,,,,,,0,0,1.9
792,2165,K8,0,3,1,2,,,,,,0,0,0,,,,,,0,0,2.1
792,2180,HS,0,4,0.8,1,2,1.2000000000000002,1,,,0,0,0,,,,,,0,0,1.9
792,2183,K8,0,1.2666666666666666,0.13333333333333333,2.1,,,1.8666666666666667,,,1,0,0,0,0,,,,1,1,1
792,2185,K8,0,2,1,2.5,,,3,,,0,0,0,0,0,,,,0,0,1.8
792,2210,K8,0,0.2,0.4,3.6,,,,,,1,1,0,,,,,,2,1,0.6
792,2215,K8,0,1.2000000000000002,2.2,2.2,,,4,,,0,0,0,,,,,,0,0,1.9
792,2230,K8,0,1.1333333333333333,0,0.5333333333333333,,,,,,1,1,1,,,,,,3,1,0.6
792,2245,K8,1,,0.13333333333333333,,,,,,,,,,,,,,,0,0,0.1
792,2255,K8,0,1.2666666666666666,0.26666666666666666,0,,,,,,,,,,,,,,0,0,0.7
792,2258,K8,0,3,2.2,3,,,2.8666666666666663,,,0,0,0,0,0,,,,0,0,2.7
792,2259,K8,0,2,2.1333333333333333,1,,,4,,,0,0,0,,,,,,0,0,2.1
792,2260,K8,0,0.26666666666666666,1.1,1.1333333333333333,,,3,,,0,0,0,1,1,,,,2,1,0.9
792,2285,K8,0,3.2,0.6000000000000001,2.8,,,3.7,,0,0,0,0,0,0,,0,0,0,0,2.3
792,2310,K8,0,2.2,2.4000000000000004,2.1333333333333333,,,,,,0,0,0,,,,,,0,0,2.3
792,2315,K8,0,1.1333333333333333,0,4,,,,,,0,0,0,,,,0,,0,0,1
792,2317,HS,0,0,0,1.6666666666666665,0.13333333333333333,0.8666666666666667,,,,,,,,,,,,0,0,0.3
792,2325,K8,0,1.2666666666666666,3,1.4,,,,,,0,0,0,,,,0,,0,0,2
792,2330,K8,0,2,1.7333333333333334,4,,,,,,,,,,,,,,0,0,2.1
792,2331,K8,0,3.8666666666666667,4,4,,,4,,,0,0,0,0,0,,,,0,0,3.9
792,2333,K8,0,1.2000000000000002,0.4,2,,,0,,,1,1,1,0,0,,0,,3,1,0.9
792,2338,K8,0,3.2,4,1,,,,,,0,0,0,,,,,,0,0,3.3
792,2343,K8,0,3.8666666666666667,3.7333333333333334,3.1333333333333333,,,,,,0,0,0,,,,0,,0,0,3.7
792,2353,K8,0,3,0,2.8,,,,,,0,0,0,,,,,,0,0,1.8
792,2355,K8,0,3.8,2,3.2,,,,,,0,0,0,,,,,0,0,0,3
792,2360,K8,0,2.1333333333333333,1.1,4,,,3,,,0,0,0,0,0,,,,0,0,2
792,2362,K8,0,4,0,4,,,,,,0,0,0,,,,,,0,0,2.4
792,2368,K8,0,1.2666666666666666,0.5333333333333333,2.4000000000000004,,,,,,0,0,1,,,,0,,1,1,1.1
792,2370,K8,0,3.0999999999999996,4,1.1,,,3.9,,,0,0,0,0,0,,,0,0,0,3.3
792,2373,K8,0,1.1,1,1.3,,,1,,,0,0,0,0,1,,0,0,1,1,1.1
792,2375,HS,0,1.1,0.1,0,1.2000000000000002,1.8,0.9,,,0,0,1,1,1,,1,1,5,1,0.9
792,2379,HS,0,1.1,0.2,0,0.4,0.7333333333333333,0.13333333333333333,,,1,1,1,,1,,1,,5,1,0.6
792,2385,K8,0,2,2,3.2,,,2.6999999999999997,,,0,0,0,0,0,,,,0,0,2.2
792,2395,K8,0,0,0,0,,,,,,1,1,1,,,,,,3,1,0
792,2435,K8,0,4,4,3.1333333333333333,,,,,,0,0,0,,,,,,0,0,3.9
792,2463,K8,0,2.533333333333333,3.7333333333333334,3.7333333333333334,,,,,,0,0,0,,,,0,,0,0,3.1
792,2470,K8,0,2.2,0.6,0.5333333333333333,,,,,,,,,,,,,,0,0,1.4
792,2480,HS,0,0.8666666666666667,0.13333333333333333,0.13333333333333333,0,1.1333333333333333,,,,,,,,,,,,0,0,0.6
792,2493,HS,0,1.8666666666666667,1,0,3.8666666666666667,1.1333333333333333,,,,0,0,0,,,,0,,0,0,1.4
792,2515,HS,0,3.8,3.8,3.8,4,4,,,,0,0,,,,,,,0,0,3.9
792,2520,HS,0,1,2,0.6666666666666667,3.4,1.2000000000000002,,,,0,0,0,,,,,,0,0,1.4
792,2525,K8,0,3,3.5,3,,,4,,,0,0,0,0,0,,,,0,0,3.3
792,2540,K8,0,0.26666666666666666,0.4,0.30000000000000004,,,1,,,1,1,1,0,0,,,,3,1,0.4
792,2543,K8,0,2.8666666666666663,3,2.2666666666666666,,,0.13333333333333333,,,0,0,0,,,,0,,0,0,2.6
792,2545,HS,0,1.8666666666666667,0,0,2,2,,,,0,0,0,,,,,,0,0,1.2
792,2550,K8,0,2,2,0,,,,,,0,0,0,,,,,,0,0,1.8
792,2565,HS,0,1,0.4,0.4,2,2.5999999999999996,1,,,0,0,0,1,1,,0,,2,1,1.2
792,2570,K8,0,2.5999999999999996,2,2.8,,,,,,0,0,0,,,,,,0,0,2.4
792,2597,K8,0,1,1.1333333333333333,2.2666666666666666,,,4,,,0,0,0,,,,,,0,0,1.5
792,2598,HS,0,1.1,2.9,0.9,3,1,0.8666666666666667,,,0,0,0,,,,,,0,0,1.6
792,2600,K8,0,3.7333333333333334,3.7,3.8666666666666667,,,4,,,0,0,0,,,,0,0,0,0,3.8
792,2610,K8,0,2.8,2.5999999999999996,2.8,,,3,,,0,0,0,,,,,,0,0,2.8
792,2612,K8,0,1.1333333333333333,0.4,4,,,3,,,0,0,0,,,,0,,0,0,1.4
792,2615,HS,0,1.6666666666666665,1.8666666666666667,0.13333333333333333,2,2,3,,,0,0,0,,,,0,,0,0,1.8
792,2625,K8,0,2.1333333333333333,1.2666666666666666,1.1333333333333333,,,,,,0,0,0,,,,0,,0,0,1.7
792,2626,K8,0,4,3.7,4,,,4,,,0,0,0,,,,,,0,0,3.9
792,2627,K8,0,1.1333333333333333,0.4,2.5,,,1.8666666666666667,,,0,0,0,0,0,,,,0,0,1.1
792,2630,K8,0,1.8,0,4,,,,,,0,0,0,,,,,,0,0,1.3
792,2633,K8,0,2,0.13333333333333333,1.1333333333333333,,,,,,0,0,0,,,,,,0,0,1.2
792,2637,K8,0,2.466666666666667,1.8,2,,,3.6,,,0,0,0,,0,,0,0,0,0,2.3
792,2640,K8,0,2,1.7,1.9,,,4,,,0,0,0,0,0,,,1,1,1,2.1
792,2650,K8,0,1.2666666666666666,2.2666666666666666,2.666666666666667,,,3,,,0,0,0,0,0,,,,0,0,1.9
792,2655,K8,0,3,3.9,1.4,,,3,,,,,,,,,,,0,0,3.2
792,2660,HS,0,1.8,2,4,1.8,0.9,1.4,,,,,,,,,,,0,0,1.9
792,2665,K8,0,1.2666666666666666,0.6000000000000001,1.3,,,1.8666666666666667,,,0,0,0,0,0,,,,0,0,1.1
792,2670,K8,0,0.9,0.5,0.6000000000000001,,,0,,,1,1,1,1,1,,0,,5,1,0.6
792,2680,K8,0,1.2000000000000002,2.8,2.3,,,4,,,0,0,0,0,0,,0,,0,0,2.2
792,2690,K8,0,1.8,0.30000000000000004,3.8,,,2.7333333333333334,,,0,0,0,0,0,,1,0,1,1,1.6
792,2692,K8,0,2,3.6,4,,,3,,,0,0,0,0,,,,,0,0,2.9
792,2695,K8,0,2.8,3.8,2,,,3,,,0,0,0,0,0,,1,,1,1,3.1
792,2700,HS,1,,,4,2,,,,,,,,,,,,,0,0,3.3
792,2705,K8,0,4,2.8,2,,,,,,0,0,0,,,,,,0,0,3.3
792,2715,K8,0,0.13333333333333333,1.7333333333333334,1.1,,,3,,,1,1,1,0,0,,,,3,1,1.1
792,2717,K8,0,3.8666666666666667,2,3.7,,,4,,,0,0,0,0,0,,,0,0,0,3.2
792,2723,K8,0,2,4,0.5,,,0.9,,,0,0,0,0,0,,0,0,0,0,2.4
792,2725,HS,0,0.8666666666666667,0,0,1.7333333333333334,1.1333333333333333,,,,,,,,,,,,0,0,0.6
792,2730,K8,0,2.8,1.4,3,,,,,,0,0,0,,,,,,0,0,2.3
792,2740,K8,0,1.2000000000000002,2.3,0.26666666666666666,,,3,,,0,0,0,,,,0,,0,0,1.7
792,2745,K8,0,1,1.2000000000000002,1.4,,,3.6,,,0,0,0,0,0,,0,0,0,0,1.4
792,2750,K8,0,4,4,4,,,,,,0,0,0,,,,,,0,0,4
792,2770,HS,0,2,2,0,0,1.2000000000000002,,,,,,,,,,,,0,0,1.5
792,2777,K8,0,3.7333333333333334,3.7,4,,,4,,,0,0,0,,0,,0,0,0,0,3.8
792,2780,HS,0,3.4,2.9,4,2.4000000000000004,3.466666666666667,2.8666666666666663,,0,0,0,0,,0,,0,0,0,0,3.2
792,2783,K8,0,3.3,0.7000000000000001,3.8,,,0.8666666666666667,,0,0,0,0,0,0,,0,0,0,0,2.2
792,2785,K8,0,1,0,1,,,3,,,1,1,1,,,,,,3,1,0.9
792,2790,HS,0,2.5999999999999996,3.7,0,2,2,1,,,0,0,0,,,,0,,0,0,2.3
792,2800,K8,0,2,3.5,2.3,,,4,,,0,0,0,0,0,,,,0,0,2.8
792,2805,K8,0,1.4,1,0.4,,,4,,,,,,,,,,,0,0,1.4
792,2810,K8,0,1.4,1.3,1.3,,,2.8666666666666663,,,1,0,0,0,0,,,,1,1,1.5
792,2815,HS,0,1.1,1.7,4,3.9,2.6999999999999997,1.4,,,,,,,,,,,0,0,2
792,2824,HS,0,0,0.8,0.4,0,0,,,,,,,,,,,,0,0,0.3
792,2830,K8,1,,0,0.5,,,0,,,,,,,,,,,0,0,0.1
792,2832,HS,0,,0,4,2,2,,,,,,,,,,,,0,0,1.4
792,2835,K8,0,1.1333333333333333,0.8,0.8,,,,,,0,0,0,,,,0,,0,0,1
792,2836,K8,0,4,0,4,,,,,,0,0,,,,,,0,0,0,2.4
792,2840,K8,0,2.2666666666666666,0.5333333333333333,0.26666666666666666,,,,,,0,0,0,,,,0,,0,0,1.4
792,8110,K8,0,3,4,0.8,,,,,,,,,,,,,,0,0,3.2
792,8115,K8,0,2,2.1333333333333333,2,,,,,,,,,,,,,,0,0,2.1
792,8135,K8,0,2.4000000000000004,2.8,0.2,,,,,,0,0,0,,,,,,0,0,2.3
792,8140,K8,0,1.8,0,1.2000000000000002,,,,,,,,,,,,,,0,0,1
792,8145,K8,0,3.2,1,4,,,,,,,,,,,,,,0,0,2.4
792,8155,K8,0,2.4000000000000004,2,0,,,2,,,0,0,,,,,,,0,0,2
792,8160,K8,0,2.4000000000000004,1.8666666666666667,1.8,,,1,,,0,0,,,,,,,0,0,2
792,8165,K8,1,,,4,,,2,,,,,,,,,,,0,0,3
792,8170,K8,0,1.2000000000000002,1.8,3,,,,,,,,,,,,,,0,0,1.6
792,8175,K8,1,,,2.4000000000000004,,,4,,,,,,,,,,,0,0,3.2
792,8201,K8,0,2,2,2,,,,,,0,0,0,,,,,,0,0,2
792,8202,HS,0,1.8666666666666667,0.6,0.26666666666666666,4,4,,,,0,0,0,,,,,,0,0,1.9
792,8204,HS,0,3,4,1.2000000000000002,2.8,4,,,,0,0,,,,,,,0,0,3.3
792,8205,HS,0,1,2.8,0,4,0.8,,,,0,0,0,,,,,,0,0,1.6
792,8206,HS,0,1.8666666666666667,1.3,4,4,2,1,,,0,0,0,,,,,,0,0,2
792,8207,K8,0,2.8666666666666663,2,1.6666666666666665,,,4,,,0,0,0,0,0,,,,0,0,2.6
792,8210,K8,0,1,0.13333333333333333,2,,,,,,1,1,1,,,,,,3,1,0.8
792,8213,HS,0,2,2.1333333333333333,0,4,3.2,,,,0,0,0,,,,,,0,0,2.2
792,8215,K8,0,1.1333333333333333,0.4,0.26666666666666666,,,1.1333333333333333,,,1,1,1,0,0,,,,3,1,0.8
792,8217,HS,0,1.2000000000000002,1.3,0,4,2.8,1,,,0,0,0,,,,,,0,0,1.5
792,8220,K8,0,2.2,3.8,3,,,0.8666666666666667,,,0,0,0,,0,,0,,0,0,2.7
792,8225,K8,0,2.2,0,4,,,,,,0,0,0,,,,,,0,0,1.5
792,8228,K8,0,1.2000000000000002,0,0,,,,,,1,1,0,,,,,,2,1,0.6
792,8230,K8,0,0,0,2.2,,,,,,1,1,1,,,,,,3,1,0.2
792,8232,HS,0,1.8,3.2,1.7333333333333334,4,3.2,,,,0,0,0,,,,,,0,0,2.6
792,8234,HS,0,1.2666666666666666,3.7333333333333334,3.8666666666666667,2,2,,,,0,0,,,,,,,0,0,2.5
792,8236,K8,0,2,1.8,3.8,,,,,,0,0,0,,,,,,0,0,2.1
792,8238,K8,0,1.1333333333333333,1.6,0,,,,,,0,0,0,,,,0,,0,0,1.2
792,8240,K8,0,2,0.6,4,,,,,,0,0,0,,,,,,0,0,1.6
792,8252,HS,0,1.8666666666666667,1.6,3.2666666666666666,4,2,2,,,0,0,,,,,,,0,0,2.1
792,8254,K8,0,3,2,0,,,,,,0,0,0,,,,,,0,0,2.3
792,8256,K8,0,3.8666666666666667,4,3.4,,,2,,,0,0,0,0,0,,,,0,0,3.7
792,8258,K8,0,1.1333333333333333,1.5,0,,,3,,,0,0,0,,,,0,,0,0,1.3
792,8260,K8,0,1.2666666666666666,1.1333333333333333,2.7333333333333334,,,,,,0,0,0,,,,0,,0,0,1.4
792,8262,K8,0,0.2,3.6,0.13333333333333333,,,,,,0,0,0,,,,,,0,0,1.6
792,8264,K8,0,3.4,4,3.9,,,0.9,,,0,0,0,0,0,,0,,0,0,3.4
792,8266,K8,0,1,1.7333333333333334,0.6666666666666667,,,,,,0,0,0,,,,,,0,0,1.3
792,8270,K8,0,0,0.4,3,,,,,,1,1,1,,,,,,3,1,0.5
792,8275,HS,0,,0,4,1.8,0.8,,,,,,,,,,,,0,0,1
